filename,spearman_corr
1acb_hydro_patches.csv,0.5414124084800032
1j7d_hydro_patches.csv,0.5424244582649134
1ry7_hydro_patches.csv,0.8302008006050353
1wqj_hydro_patches.csv,0.4028103407488251
1wrd_hydro_patches.csv,0.6874158297780505
1xg2_hydro_patches.csv,0.6307202483124069
2g2u_hydro_patches.csv,0.5958972263779911
3dgp_hydro_patches.csv,0.7394352843271113
3fpn_hydro_patches.csv,0.7563691090735023
3wdg_hydro_patches.csv,0.7107665202785614
3whq_hydro_patches.csv,0.7640122825423444
3ygs_hydro_patches.csv,0.1428627223766916
4qlp_hydro_patches.csv,0.7547456359000849
5maw_hydro_patches.csv,0.8556023880261906
6xod_hydro_patches.csv,0.7076605760580124
6yxj_hydro_patches.csv,0.6463282632950798
