filename,spearman_corr
1acb_hydro_islands.csv,0.07338770055439431
1ay7_hydro_islands.csv,0.025003051398110966
1euv_hydro_islands.csv,-0.02332589475287761
1f60_hydro_islands.csv,-0.13814729903405873
1j7d_hydro_islands.csv,0.18649673773853284
1ry7_hydro_islands.csv,0.06327423447415492
1ugh_hydro_islands.csv,0.4510603666152342
1ugq_hydro_islands.csv,0.38283771962312685
1vet_hydro_islands.csv,0.1420943846158985
1wmh_hydro_islands.csv,-0.2803249177405679
1wqj_hydro_islands.csv,0.023496773159540178
1wrd_hydro_islands.csv,-0.4296631818332873
1xg2_hydro_islands.csv,0.4323696095190962
2bkr_hydro_islands.csv,0.12176139837539791
2fhz_hydro_islands.csv,0.1739058426795318
2g2u_hydro_islands.csv,0.07104893397865052
2grn_hydro_islands.csv,-0.07292090492079686
2h7z_hydro_islands.csv,0.37959830402067507
3dgp_hydro_islands.csv,-0.169195872358641
3fpn_hydro_islands.csv,0.03566421587457181
3hw2_hydro_islands.csv,0.028430696151752644
3qhy_hydro_islands.csv,-0.18801110853189304
3rcz_hydro_islands.csv,0.1454925670661801
3sgb_hydro_islands.csv,-0.26515278481593907
3wdg_hydro_islands.csv,-0.3648788467598399
3whq_hydro_islands.csv,0.28422419018439565
3ygs_hydro_islands.csv,0.17267392022963773
4bi8_hydro_islands.csv,-0.21735966792441921
4ct6_hydro_islands.csv,0.1274974568058644
4dbg_hydro_islands.csv,-0.21438862704271927
4dhi_hydro_islands.csv,0.057853293936724594
4g6t_hydro_islands.csv,0.41920038016890265
4gi3_hydro_islands.csv,-0.03640868796865531
4h5s_hydro_islands.csv,-0.0009043730259661436
4qlp_hydro_islands.csv,0.09430849357690134
5maw_hydro_islands.csv,-0.046721153072142446
5mu7_hydro_islands.csv,-0.21756380302149994
5uq2_hydro_islands.csv,0.10848525200056577
5zrz_hydro_islands.csv,-0.027422825935289975
6fud_hydro_islands.csv,-0.020691617943706615
6xod_hydro_islands.csv,-0.06819840675464485
6yxj_hydro_islands.csv,-0.1567593265938587
6zbk_hydro_islands.csv,0.07993091928239766
7bxh_hydro_islands.csv,-0.004476003104917739
7joe_hydro_islands.csv,0.047386841731003014
