pdb_file,rsm_hydrophobicity_contacts
complex.0_0_0_corrected_H_0001,0.011830757753019795
complex.0_0_22_corrected_H_0001,0.01096670315946894
complex.0_0_27_corrected_H_0001,0.011567856140876744
complex.0_0_34_corrected_H_0001,0.013553759680145347
complex.0_0_39_corrected_H_0001,0.010395709501254168
complex.0_0_44_corrected_H_0001,0.008453054772529918
complex.0_0_49_corrected_H_0001,0.017944488238434232
complex.0_0_8_corrected_H_0001,0.01083646345204906
complex.0_10_21_corrected_H_0001,0.012902651137301175
complex.0_10_24_corrected_H_0001,0.013317655527135224
complex.0_10_36_corrected_H_0001,0.019302191266075068
complex.0_10_42_corrected_H_0001,0.01935271795672868
complex.0_11_22_corrected_H_0001,0.01722128768241907
complex.0_11_29_corrected_H_0001,0.01696536149775313
complex.0_11_33_corrected_H_0001,0.015797790190932984
complex.0_11_48_corrected_H_0001,0.01748883235108687
complex.0_12_44_corrected_H_0001,0.015985155117769413
complex.0_13_18_corrected_H_0001,0.01709882272158589
complex.0_13_25_corrected_H_0001,0.015493466783380839
complex.0_13_31_corrected_H_0001,0.013544055051106637
complex.0_13_41_corrected_H_0001,0.016622453116806345
complex.0_13_48_corrected_H_0001,0.01629990524006392
complex.0_13_7_corrected_H_0001,0.01540885609675766
complex.0_14_18_corrected_H_0001,0.015584081361191595
complex.0_14_5_corrected_H_0001,0.016080705624591903
complex.0_15_17_corrected_H_0001,0.01501018747803359
complex.0_15_35_corrected_H_0001,0.016126484567112395
complex.0_16_26_corrected_H_0001,0.016706414935591496
complex.0_16_29_corrected_H_0001,0.016101247757432095
complex.0_16_32_corrected_H_0001,0.01587585862744486
complex.0_16_38_corrected_H_0001,0.01565642525750437
complex.0_16_48_corrected_H_0001,0.01626451997933348
complex.0_16_4_corrected_H_0001,0.013121003895892458
complex.0_17_15_corrected_H_0001,0.012343551967104665
complex.0_17_21_corrected_H_0001,0.015156821694476491
complex.0_17_27_corrected_H_0001,0.016670330295738018
complex.0_17_30_corrected_H_0001,0.015030849150194868
complex.0_17_31_corrected_H_0001,0.016407406828215513
complex.0_17_37_corrected_H_0001,0.016301577971534968
complex.0_17_49_corrected_H_0001,0.015562500981947601
complex.0_18_22_corrected_H_0001,0.015484914340132582
complex.0_18_27_corrected_H_0001,0.014675654625465715
complex.0_18_28_corrected_H_0001,0.01492171454463306
complex.0_18_32_corrected_H_0001,0.016219081635384297
complex.0_1_23_corrected_H_0001,0.009721344091784174
complex.0_1_40_corrected_H_0001,0.012778554780507854
complex.0_1_43_corrected_H_0001,0.008024339393601346
complex.0_2_16_corrected_H_0001,0.010780728553271245
complex.0_2_28_corrected_H_0001,0.0120281918554429
complex.0_2_29_corrected_H_0001,0.010415484802762501
complex.0_2_2_corrected_H_0001,0.00978320307549522
complex.0_2_3_corrected_H_0001,0.012723180571474976
complex.0_2_40_corrected_H_0001,0.009973917189198179
complex.0_2_48_corrected_H_0001,0.017536810079187268
complex.0_2_7_corrected_H_0001,0.010985791125585714
complex.0_3_12_corrected_H_0001,0.013095285040009638
complex.0_3_18_corrected_H_0001,0.011858622827667248
complex.0_3_25_corrected_H_0001,0.013358322112029055
complex.0_3_27_corrected_H_0001,0.009436579363790965
complex.0_3_28_corrected_H_0001,0.017436520058028503
complex.0_3_6_corrected_H_0001,0.01621475794225511
complex.0_4_11_corrected_H_0001,0.016518453351551436
complex.0_4_19_corrected_H_0001,0.010544336331853064
complex.0_4_31_corrected_H_0001,0.014409993596317146
complex.0_4_35_corrected_H_0001,0.013522046647125677
complex.0_4_37_corrected_H_0001,0.009540815708248173
complex.0_4_3_corrected_H_0001,0.013420049294081445
complex.0_4_44_corrected_H_0001,0.01170649103316255
complex.0_5_26_corrected_H_0001,0.01591290378435715
complex.0_5_2_corrected_H_0001,0.016254979084151584
complex.0_5_41_corrected_H_0001,0.016680290553186254
complex.0_5_7_corrected_H_0001,0.011946876244726084
complex.0_6_24_corrected_H_0001,0.011989977262798776
complex.0_6_30_corrected_H_0001,0.013855142994734974
complex.0_6_38_corrected_H_0001,0.008988512258211102
complex.0_6_8_corrected_H_0001,0.013537735401763295
complex.0_6_9_corrected_H_0001,0.013824510187674806
complex.0_7_22_corrected_H_0001,0.0148276451464561
complex.0_7_29_corrected_H_0001,0.008623871032203028
complex.0_7_38_corrected_H_0001,0.012127131005986821
complex.0_7_49_corrected_H_0001,0.015912354058866908
complex.0_7_8_corrected_H_0001,0.01779935984999465
complex.0_8_1_corrected_H_0001,0.01072015978175282
complex.0_8_20_corrected_H_0001,0.020491873524024658
complex.0_8_25_corrected_H_0001,0.016918661396789107
complex.0_8_32_corrected_H_0001,0.01727467155402161
complex.0_8_35_corrected_H_0001,0.013862167282976777
complex.0_8_37_corrected_H_0001,0.017126751690914536
complex.0_8_40_corrected_H_0001,0.013917700424965202
complex.0_8_47_corrected_H_0001,0.017304284279081747
complex.0_8_5_corrected_H_0001,0.014193237128728284
complex.0_9_1_corrected_H_0001,0.011095364606931349
complex.0_9_25_corrected_H_0001,0.016243486849731977
complex.0_9_33_corrected_H_0001,0.015325525314826118
complex.0_9_36_corrected_H_0001,0.015988041270359552
complex.0_9_7_corrected_H_0001,0.019336899219131568
complex.1_0_13_corrected_H_0001,0.010928370619099069
complex.1_0_18_corrected_H_0001,0.014067050650949563
complex.1_0_1_corrected_H_0001,0.008361114150434931
complex.1_0_20_corrected_H_0001,0.0201726048906639
complex.1_0_33_corrected_H_0001,0.014698668223189035
complex.1_0_42_corrected_H_0001,0.010397611592221075
complex.1_0_48_corrected_H_0001,0.01529157099628511
complex.1_0_9_corrected_H_0001,0.01033934238515999
complex.1_10_0_corrected_H_0001,0.01726679578349323
complex.1_10_10_corrected_H_0001,0.012068644969322743
complex.1_10_19_corrected_H_0001,0.016770092252224165
complex.1_10_2_corrected_H_0001,0.013940795765629914
complex.1_10_38_corrected_H_0001,0.01856134339876234
complex.1_10_3_corrected_H_0001,0.017435229058483017
complex.1_10_44_corrected_H_0001,0.01448962672950369
complex.1_10_48_corrected_H_0001,0.012269603371614094
complex.1_10_4_corrected_H_0001,0.016655199886328954
complex.1_11_24_corrected_H_0001,0.017602358306792857
complex.1_11_42_corrected_H_0001,0.015972282650916343
complex.1_11_8_corrected_H_0001,0.015004040541690161
complex.1_12_20_corrected_H_0001,0.01649805607281315
complex.1_12_24_corrected_H_0001,0.01598113182628119
