pdb_file,rsm_hydrophobicity_contacts
complex.0_0_46_corrected_H_0001,0.010735026876225474
complex.0_10_19_corrected_H_0001,0.01184458690190769
complex.0_10_32_corrected_H_0001,0.012048035542818379
complex.0_10_40_corrected_H_0001,0.012664553653486075
complex.0_10_41_corrected_H_0001,0.011001846723127017
complex.0_10_46_corrected_H_0001,0.011104079241734774
complex.0_10_4_corrected_H_0001,0.012852917611064598
complex.0_11_31_corrected_H_0001,0.012708974860606823
complex.0_11_43_corrected_H_0001,0.011725107113170626
complex.0_11_7_corrected_H_0001,0.011093001655185434
complex.0_12_15_corrected_H_0001,0.01160286999042842
complex.0_12_29_corrected_H_0001,0.012199945559936674
complex.0_12_2_corrected_H_0001,0.013533675081299447
complex.0_12_34_corrected_H_0001,0.013547758212191447
complex.0_12_35_corrected_H_0001,0.012058961086223008
complex.0_12_4_corrected_H_0001,0.01314218540390741
complex.0_13_14_corrected_H_0001,0.01138957405686155
complex.0_13_16_corrected_H_0001,0.011218376871823699
complex.0_13_38_corrected_H_0001,0.01139263283611488
complex.0_13_46_corrected_H_0001,0.011158017775751298
complex.0_14_20_corrected_H_0001,0.012342279259299383
complex.0_14_23_corrected_H_0001,0.01166587248559374
complex.0_14_35_corrected_H_0001,0.011680113319327565
complex.0_14_44_corrected_H_0001,0.012306841983449364
complex.0_15_15_corrected_H_0001,0.012340624061218311
complex.0_15_31_corrected_H_0001,0.011639936963714225
complex.0_15_32_corrected_H_0001,0.012023831799681172
complex.0_15_33_corrected_H_0001,0.011966497034178576
complex.0_15_34_corrected_H_0001,0.013401154347061043
complex.0_15_49_corrected_H_0001,0.012715163809007458
complex.0_16_16_corrected_H_0001,0.010275351736198276
complex.0_16_26_corrected_H_0001,0.010746955330583296
complex.0_16_29_corrected_H_0001,0.013316699747700066
complex.0_16_35_corrected_H_0001,0.010063985244132089
complex.0_16_40_corrected_H_0001,0.012518608061638863
complex.0_16_46_corrected_H_0001,0.011289691472065254
complex.0_17_10_corrected_H_0001,0.012069620446226104
complex.0_17_20_corrected_H_0001,0.011354733276463864
complex.0_17_25_corrected_H_0001,0.010751018076393783
complex.0_17_36_corrected_H_0001,0.013605736544995752
complex.0_17_3_corrected_H_0001,0.011295314256062108
complex.0_17_49_corrected_H_0001,0.011925011184927697
complex.0_18_32_corrected_H_0001,0.01098748200415933
complex.0_18_37_corrected_H_0001,0.01336922637804092
complex.0_18_8_corrected_H_0001,0.012309735465745765
complex.0_19_5_corrected_H_0001,0.012575494314335179
complex.0_1_22_corrected_H_0001,0.012715792735470847
complex.0_1_28_corrected_H_0001,0.010122856887862868
complex.0_1_38_corrected_H_0001,0.011279200989751404
complex.0_1_43_corrected_H_0001,0.008502646460358079
complex.0_1_9_corrected_H_0001,0.010477214003931624
complex.0_2_10_corrected_H_0001,0.015078035803492242
complex.0_2_12_corrected_H_0001,0.005302771207363376
complex.0_2_21_corrected_H_0001,0.011824260968133351
complex.0_2_25_corrected_H_0001,0.011649519887014903
complex.0_2_27_corrected_H_0001,0.011651164673441817
complex.0_2_29_corrected_H_0001,0.013742702803085451
complex.0_2_3_corrected_H_0001,0.01059313659098997
complex.0_2_47_corrected_H_0001,0.011743700236437294
complex.0_3_26_corrected_H_0001,0.012172882645675155
complex.0_3_36_corrected_H_0001,0.010955780457643408
complex.0_3_5_corrected_H_0001,0.00827385092422369
complex.0_3_8_corrected_H_0001,0.013659683508499979
complex.0_4_25_corrected_H_0001,0.012893410279281571
complex.0_4_27_corrected_H_0001,0.015115592041714348
complex.0_4_39_corrected_H_0001,0.015491208538449137
