pdb_file,rsm_hydrophobicity_contacts
complex.0_0_16_corrected_H_0001,0.004673565705808232
complex.0_0_37_corrected_H_0001,0.011898320520862489
complex.0_10_15_corrected_H_0001,0.01363633153695929
complex.0_10_23_corrected_H_0001,0.015072683838210227
complex.0_10_2_corrected_H_0001,0.014797825370964145
complex.0_10_31_corrected_H_0001,0.009003577793577505
complex.0_10_36_corrected_H_0001,0.011896466319473758
complex.0_10_6_corrected_H_0001,0.011676942149207253
complex.0_11_16_corrected_H_0001,0.013858615086113815
complex.0_11_1_corrected_H_0001,0.009087651235466798
complex.0_11_38_corrected_H_0001,0.011449651338622345
complex.0_11_39_corrected_H_0001,0.012277534652141485
complex.0_11_3_corrected_H_0001,0.012760351150640246
complex.0_12_13_corrected_H_0001,0.01491421081648836
complex.0_12_16_corrected_H_0001,0.014109139495720359
complex.0_12_17_corrected_H_0001,0.011898559135477256
complex.0_12_21_corrected_H_0001,0.011727418984144726
complex.0_12_37_corrected_H_0001,0.015489669638420977
complex.0_12_8_corrected_H_0001,0.013304957181706482
complex.0_13_0_corrected_H_0001,0.014503228279057328
complex.0_13_10_corrected_H_0001,0.014522992913112601
complex.0_13_11_corrected_H_0001,0.014959003911564772
complex.0_13_17_corrected_H_0001,0.015204862019796012
complex.0_13_24_corrected_H_0001,0.013553898944108227
complex.0_13_25_corrected_H_0001,0.015250384816544966
complex.0_13_28_corrected_H_0001,0.01584007665184641
complex.0_13_46_corrected_H_0001,0.014247134201324027
complex.0_14_11_corrected_H_0001,0.014368679540954795
complex.0_14_21_corrected_H_0001,0.016179046767242748
complex.0_14_28_corrected_H_0001,0.015566295524021783
complex.0_14_35_corrected_H_0001,0.013622048504116977
complex.0_14_7_corrected_H_0001,0.013226740174491528
complex.0_15_15_corrected_H_0001,0.014940637474292542
complex.0_15_19_corrected_H_0001,0.013913519475135153
complex.0_15_20_corrected_H_0001,0.014791246540934336
complex.0_15_41_corrected_H_0001,0.014496174389037853
complex.0_15_4_corrected_H_0001,0.01432365239782709
complex.0_16_30_corrected_H_0001,0.014665207422748346
complex.0_16_33_corrected_H_0001,0.01495498384083575
complex.0_16_45_corrected_H_0001,0.015214467222548485
complex.0_17_19_corrected_H_0001,0.01513891750064529
complex.0_17_33_corrected_H_0001,0.014396094585514007
complex.0_17_35_corrected_H_0001,0.014758092558371865
complex.0_18_0_corrected_H_0001,0.015467545275490954
complex.0_18_24_corrected_H_0001,0.01672222895487876
complex.0_18_6_corrected_H_0001,0.016730358309123027
complex.0_18_8_corrected_H_0001,0.01530277595186148
complex.0_19_5_corrected_H_0001,0.015298808405186118
complex.0_19_7_corrected_H_0001,0.014491012105580266
complex.0_1_5_corrected_H_0001,0.011312418089411944
complex.0_2_17_corrected_H_0001,0.013369527108897258
complex.0_2_30_corrected_H_0001,0.007499656712045732
complex.0_2_32_corrected_H_0001,0.009793563256532632
complex.0_2_43_corrected_H_0001,0.011084244834106659
complex.0_3_20_corrected_H_0001,0.009695611441656158
complex.0_3_22_corrected_H_0001,0.009210876308647756
complex.0_3_30_corrected_H_0001,0.007085911507127713
complex.0_3_34_corrected_H_0001,0.011587118199614041
complex.0_4_0_corrected_H_0001,0.007985322440245989
complex.0_4_14_corrected_H_0001,0.008038818519080344
complex.0_4_1_corrected_H_0001,0.012669898856554482
complex.0_4_23_corrected_H_0001,0.010913457921606739
complex.0_4_31_corrected_H_0001,0.013379470972067946
complex.0_4_45_corrected_H_0001,0.005994987473620748
complex.0_5_0_corrected_H_0001,0.010848999701712313
complex.0_5_11_corrected_H_0001,0.00806197360435768
complex.0_5_12_corrected_H_0001,0.011139226330770255
complex.0_5_14_corrected_H_0001,0.010070253476480617
complex.0_5_17_corrected_H_0001,0.009699918852367255
complex.0_5_33_corrected_H_0001,0.008402619490796032
complex.0_5_4_corrected_H_0001,0.012394313569845064
complex.0_5_7_corrected_H_0001,0.009783041654753742
complex.0_6_20_corrected_H_0001,0.005268944603136543
complex.0_6_21_corrected_H_0001,0.00781533017180152
complex.0_6_22_corrected_H_0001,0.010204900470484323
complex.0_6_29_corrected_H_0001,0.005234149013637847
complex.0_6_8_corrected_H_0001,0.011265885304904187
complex.0_7_11_corrected_H_0001,0.009211156678190805
complex.0_7_21_corrected_H_0001,0.013239759214926424
complex.0_7_26_corrected_H_0001,0.010257611086991513
complex.0_7_43_corrected_H_0001,0.008659211512789509
complex.0_7_46_corrected_H_0001,0.009224542813489249
complex.0_7_49_corrected_H_0001,0.012898538563883712
complex.0_7_9_corrected_H_0001,0.007300884345984668
complex.0_8_29_corrected_H_0001,0.008708326080994516
complex.0_8_33_corrected_H_0001,0.008998074575667142
complex.0_8_34_corrected_H_0001,0.015152005293129935
complex.0_8_39_corrected_H_0001,0.012029694539877261
complex.0_8_3_corrected_H_0001,0.011596411497389979
complex.0_8_40_corrected_H_0001,0.013518013503090813
complex.0_8_46_corrected_H_0001,0.009159281979970586
complex.0_9_16_corrected_H_0001,0.013865671596257637
complex.0_9_25_corrected_H_0001,0.009521512185002485
complex.0_9_29_corrected_H_0001,0.011710007058196739
complex.0_9_47_corrected_H_0001,0.009319199158241788
complex.0_9_6_corrected_H_0001,0.012110268866155585
complex.0_9_7_corrected_H_0001,0.013035757504005315
complex.0_9_8_corrected_H_0001,0.01282803259228405
complex.1_0_0_corrected_H_0001,0.01203474165822914
complex.1_0_14_corrected_H_0001,0.007779090085366934
complex.1_0_25_corrected_H_0001,0.01427885534710213
complex.1_0_49_corrected_H_0001,0.009537903316648666
complex.1_10_12_corrected_H_0001,0.013845925500184349
complex.1_10_17_corrected_H_0001,0.011344217042062113
complex.1_10_32_corrected_H_0001,0.011252091861969515
complex.1_10_41_corrected_H_0001,0.011125399092928872
complex.1_11_21_corrected_H_0001,0.01461327556246057
complex.1_11_29_corrected_H_0001,0.013945854312013464
complex.1_11_5_corrected_H_0001,0.012660624692461932
complex.1_12_30_corrected_H_0001,0.013459520394838569
complex.1_12_33_corrected_H_0001,0.014579552298759513
complex.1_12_38_corrected_H_0001,0.01676226066427205
complex.1_12_39_corrected_H_0001,0.013687743273099745
complex.1_12_43_corrected_H_0001,0.014461093685611923
complex.1_12_45_corrected_H_0001,0.013155045716940067
complex.1_12_46_corrected_H_0001,0.01245469935944412
complex.1_12_47_corrected_H_0001,0.013187157575246923
complex.1_12_4_corrected_H_0001,0.01473027381748428
complex.1_12_7_corrected_H_0001,0.012049762149828624
complex.1_13_22_corrected_H_0001,0.015117122830500766
complex.1_13_2_corrected_H_0001,0.01464814838405688
complex.1_13_34_corrected_H_0001,0.013199051532575988
complex.1_13_44_corrected_H_0001,0.015344375670331822
complex.1_13_4_corrected_H_0001,0.015637395444755772
complex.1_13_6_corrected_H_0001,0.015115779821096947
complex.1_14_0_corrected_H_0001,0.013207510156298587
complex.1_14_17_corrected_H_0001,0.0147699128333771
complex.1_14_1_corrected_H_0001,0.016198149040683552
complex.1_14_20_corrected_H_0001,0.012575176831000704
complex.1_14_40_corrected_H_0001,0.013510757930636302
complex.1_14_49_corrected_H_0001,0.014215332247025677
complex.1_14_6_corrected_H_0001,0.01415256414784408
complex.1_15_11_corrected_H_0001,0.013879018221000926
complex.1_15_40_corrected_H_0001,0.014508598821889625
complex.1_15_45_corrected_H_0001,0.014422529195802919
complex.1_15_49_corrected_H_0001,0.01578237221316027
complex.1_15_8_corrected_H_0001,0.015418780182138275
complex.1_15_9_corrected_H_0001,0.014718830427717334
complex.1_16_10_corrected_H_0001,0.016058084828115438
complex.1_16_13_corrected_H_0001,0.015721289390319013
complex.1_16_23_corrected_H_0001,0.01509357248212228
complex.1_16_26_corrected_H_0001,0.014944476863774524
complex.1_16_2_corrected_H_0001,0.016684173841230214
complex.1_16_42_corrected_H_0001,0.014661174610934007
complex.1_16_46_corrected_H_0001,0.015066323890863155
complex.1_16_48_corrected_H_0001,0.014536376894554798
complex.1_16_8_corrected_H_0001,0.014083473270072014
complex.1_17_10_corrected_H_0001,0.015739111899322214
complex.1_17_34_corrected_H_0001,0.015826945716267738
complex.1_17_43_corrected_H_0001,0.015432557691934438
complex.1_17_6_corrected_H_0001,0.014616403618038227
complex.1_18_14_corrected_H_0001,0.014930295600189648
complex.1_18_15_corrected_H_0001,0.015071880005522292
complex.1_18_22_corrected_H_0001,0.016234171390302955
complex.1_18_25_corrected_H_0001,0.015223601752383893
complex.1_18_42_corrected_H_0001,0.01513161939174897
complex.1_19_0_corrected_H_0001,0.015596474388783059
complex.1_1_30_corrected_H_0001,0.008075751526547093
complex.1_1_34_corrected_H_0001,0.01040984315098391
complex.1_1_37_corrected_H_0001,0.012642561880828403
complex.1_1_49_corrected_H_0001,0.014738111002087962
complex.1_1_4_corrected_H_0001,0.009306586772690195
complex.1_2_13_corrected_H_0001,0.010069532112259257
complex.1_2_15_corrected_H_0001,0.00921050826553497
complex.1_2_16_corrected_H_0001,0.011370062200352934
complex.1_2_27_corrected_H_0001,0.010878810075384868
complex.1_2_29_corrected_H_0001,0.007996818179226114
complex.1_3_24_corrected_H_0001,0.0076834338341592
complex.1_3_26_corrected_H_0001,0.010916878851250027
complex.1_3_29_corrected_H_0001,0.007664150245630058
complex.1_3_33_corrected_H_0001,0.01031546136486554
complex.1_3_38_corrected_H_0001,0.009664338575419587
complex.1_3_3_corrected_H_0001,0.011329178512457187
complex.1_4_10_corrected_H_0001,0.010777362598112825
complex.1_4_24_corrected_H_0001,0.009048316329730107
complex.1_4_39_corrected_H_0001,0.009460341498433257
complex.1_4_40_corrected_H_0001,0.006793733495116351
complex.1_4_42_corrected_H_0001,0.010891654800260985
complex.1_4_7_corrected_H_0001,0.013884429399454732
complex.1_5_10_corrected_H_0001,0.007781501754431789
complex.1_5_22_corrected_H_0001,0.011002322914595717
complex.1_5_27_corrected_H_0001,0.011109530582929062
complex.1_5_28_corrected_H_0001,0.011691456504414053
complex.1_5_36_corrected_H_0001,0.009137108010389
complex.1_5_44_corrected_H_0001,0.009863106835234205
complex.1_6_13_corrected_H_0001,0.010409150776872671
complex.1_6_23_corrected_H_0001,0.009803492376444905
complex.1_6_34_corrected_H_0001,0.008499653765801566
complex.1_6_35_corrected_H_0001,0.010296440908229084
complex.1_6_37_corrected_H_0001,0.009941318042771336
complex.1_6_42_corrected_H_0001,0.013551724758891994
complex.1_7_23_corrected_H_0001,0.007085745454682336
complex.1_7_6_corrected_H_0001,0.008718999004076203
complex.1_7_7_corrected_H_0001,0.008185869648044672
complex.1_8_14_corrected_H_0001,0.009605654948349019
complex.1_8_27_corrected_H_0001,0.009836753941591912
complex.1_8_38_corrected_H_0001,0.006751048315082261
complex.1_8_4_corrected_H_0001,0.010994544611267006
complex.1_8_6_corrected_H_0001,0.013776354567628142
complex.1_9_26_corrected_H_0001,0.011489255130625346
complex.1_9_31_corrected_H_0001,0.013279466624651123
complex.1_9_38_corrected_H_0001,0.01294036064511971
complex.1_9_41_corrected_H_0001,0.009420406658426726
complex.2_0_33_corrected_H_0001,0.008605175496797401
complex.2_0_36_corrected_H_0001,0.015385930964013646
complex.2_0_46_corrected_H_0001,0.009908403218098582
complex.2_10_24_corrected_H_0001,0.014037681387611627
complex.2_10_25_corrected_H_0001,0.012816975304965832
complex.2_10_40_corrected_H_0001,0.01143627829300342
complex.2_10_44_corrected_H_0001,0.012429168174310617
complex.2_10_8_corrected_H_0001,0.013238402549742985
complex.2_11_12_corrected_H_0001,0.01388935470429057
complex.2_11_13_corrected_H_0001,0.013240249854577276
complex.2_11_17_corrected_H_0001,0.008825826324330554
complex.2_11_31_corrected_H_0001,0.012337655273923814
complex.2_11_49_corrected_H_0001,0.012537768860586636
complex.2_12_18_corrected_H_0001,0.011141381717468595
complex.2_12_28_corrected_H_0001,0.012695311515858275
complex.2_12_49_corrected_H_0001,0.013030685880463152
complex.2_13_32_corrected_H_0001,0.014342718743694338
complex.2_13_35_corrected_H_0001,0.014283720411257108
complex.2_14_18_corrected_H_0001,0.01398969166145668
complex.2_14_23_corrected_H_0001,0.014905544888434999
complex.2_14_3_corrected_H_0001,0.014481563931837381
complex.2_15_25_corrected_H_0001,0.01497666547267657
complex.2_15_38_corrected_H_0001,0.015334438196462921
complex.2_15_43_corrected_H_0001,0.014994580144370096
complex.2_15_44_corrected_H_0001,0.013689121837364128
complex.2_16_19_corrected_H_0001,0.01421953945429196
complex.2_16_22_corrected_H_0001,0.016093704125354245
complex.2_16_40_corrected_H_0001,0.014825654547585729
complex.2_16_7_corrected_H_0001,0.014401371247863252
complex.2_17_15_corrected_H_0001,0.015229572511641334
complex.2_17_1_corrected_H_0001,0.014296908454644033
complex.2_17_31_corrected_H_0001,0.014939754896710128
complex.2_17_36_corrected_H_0001,0.01469301350167527
complex.2_17_4_corrected_H_0001,0.014309894346161745
complex.2_18_26_corrected_H_0001,0.015461561147685807
complex.2_18_31_corrected_H_0001,0.016531566128727658
complex.2_18_9_corrected_H_0001,0.015243754772224064
complex.2_1_0_corrected_H_0001,0.01807667681464192
complex.2_1_31_corrected_H_0001,0.008375295845519245
complex.2_1_40_corrected_H_0001,0.014738152755773035
complex.2_1_42_corrected_H_0001,0.01465404088127887
complex.2_1_45_corrected_H_0001,0.007971564765196646
complex.2_1_6_corrected_H_0001,0.00515167813775936
complex.2_2_36_corrected_H_0001,0.009821097206521795
complex.2_2_38_corrected_H_0001,0.01255860751203172
complex.2_2_42_corrected_H_0001,0.007936387417372672
complex.2_2_9_corrected_H_0001,0.009044011961372608
complex.2_3_13_corrected_H_0001,0.012222192852540604
complex.2_3_18_corrected_H_0001,0.008477935871096865
complex.2_3_27_corrected_H_0001,0.01026036945097916
complex.2_3_31_corrected_H_0001,0.011219040518353072
complex.2_3_49_corrected_H_0001,0.010891107177126607
complex.2_3_7_corrected_H_0001,0.013697988196932949
complex.2_4_28_corrected_H_0001,0.008381291652741098
complex.2_4_43_corrected_H_0001,0.008230403623274703
complex.2_5_15_corrected_H_0001,0.01167283777415295
complex.2_5_29_corrected_H_0001,0.010079321342761412
complex.2_5_34_corrected_H_0001,0.01019696231949044
complex.2_5_38_corrected_H_0001,0.010149171334131193
complex.2_5_3_corrected_H_0001,0.011450842817089737
complex.2_5_45_corrected_H_0001,0.008861761660553222
complex.2_6_12_corrected_H_0001,0.010117041354794923
complex.2_6_18_corrected_H_0001,0.007923382254490784
complex.2_6_2_corrected_H_0001,0.010841290065169892
complex.2_6_3_corrected_H_0001,0.009535775474473077
complex.2_6_9_corrected_H_0001,0.00898852229936124
complex.2_7_15_corrected_H_0001,0.01338735267551047
complex.2_7_27_corrected_H_0001,0.006713319415494086
complex.2_7_31_corrected_H_0001,0.008063592711981142
complex.2_7_38_corrected_H_0001,0.010368201546061044
complex.2_7_45_corrected_H_0001,0.009079447114838747
complex.2_8_12_corrected_H_0001,0.012022841560311555
complex.2_8_15_corrected_H_0001,0.007956494088869597
complex.2_8_19_corrected_H_0001,0.008829961922023389
complex.2_8_35_corrected_H_0001,0.008524561712434185
complex.2_8_42_corrected_H_0001,0.010040216929923629
complex.2_8_49_corrected_H_0001,0.012984928684653035
complex.2_8_8_corrected_H_0001,0.009755395414726954
complex.2_9_12_corrected_H_0001,0.01217936993344892
complex.2_9_13_corrected_H_0001,0.013303277385199153
complex.2_9_15_corrected_H_0001,0.013667139634029652
complex.2_9_1_corrected_H_0001,0.013077261319249408
complex.2_9_23_corrected_H_0001,0.01130740843875194
complex.2_9_2_corrected_H_0001,0.011721663751769838
complex.2_9_37_corrected_H_0001,0.011973434583313534
complex.2_9_43_corrected_H_0001,0.01450187525546601
complex.2_9_9_corrected_H_0001,0.011866104312429735
complex.3_0_10_corrected_H_0001,0.01140170883530803
complex.3_0_22_corrected_H_0001,0.012561830086516733
complex.3_0_24_corrected_H_0001,0.010885649966905254
complex.3_0_30_corrected_H_0001,0.012372193586529716
complex.3_0_35_corrected_H_0001,0.012492401663397355
complex.3_0_41_corrected_H_0001,0.010188861679642282
complex.3_0_47_corrected_H_0001,0.013263068581320854
complex.3_10_0_corrected_H_0001,0.015118944187953325
complex.3_10_11_corrected_H_0001,0.012189796464002232
complex.3_10_18_corrected_H_0001,0.01465092929102695
complex.3_10_29_corrected_H_0001,0.015292471759838644
complex.3_10_43_corrected_H_0001,0.009091083343720377
complex.3_10_45_corrected_H_0001,0.013222638562969614
complex.3_10_48_corrected_H_0001,0.012383469216651425
complex.3_10_5_corrected_H_0001,0.015161431285535137
complex.3_11_23_corrected_H_0001,0.013808826825461152
complex.3_11_25_corrected_H_0001,0.013616697895756253
complex.3_11_26_corrected_H_0001,0.013907363920515831
complex.3_11_35_corrected_H_0001,0.011157130387773068
complex.3_11_37_corrected_H_0001,0.011956922333460242
complex.3_12_0_corrected_H_0001,0.013981302708096081
complex.3_12_11_corrected_H_0001,0.011918501122342553
complex.3_12_15_corrected_H_0001,0.012502522755273257
complex.3_12_25_corrected_H_0001,0.014645599104113758
complex.3_12_3_corrected_H_0001,0.0123534579080671
complex.3_12_41_corrected_H_0001,0.013542131918168334
complex.3_12_6_corrected_H_0001,0.014884745363605937
complex.3_13_12_corrected_H_0001,0.014934836978249022
complex.3_13_21_corrected_H_0001,0.013226047945033003
complex.3_13_30_corrected_H_0001,0.013914581354275616
complex.3_13_40_corrected_H_0001,0.01351009768337239
complex.3_13_7_corrected_H_0001,0.015341244123753865
complex.3_14_19_corrected_H_0001,0.015593496395094839
complex.3_14_22_corrected_H_0001,0.014030047296220491
complex.3_14_45_corrected_H_0001,0.01451874720343586
complex.3_14_46_corrected_H_0001,0.013603704790612958
complex.3_14_5_corrected_H_0001,0.014924527043762598
complex.3_15_16_corrected_H_0001,0.014494696242607675
complex.3_15_17_corrected_H_0001,0.01541744842460454
complex.3_15_18_corrected_H_0001,0.014874288347835002
complex.3_15_1_corrected_H_0001,0.01414374034477765
complex.3_15_26_corrected_H_0001,0.013711422644794365
complex.3_15_32_corrected_H_0001,0.014554387169652348
complex.3_15_39_corrected_H_0001,0.015372023045344492
complex.3_16_11_corrected_H_0001,0.014964848230580094
complex.3_16_18_corrected_H_0001,0.015202700353969369
complex.3_16_39_corrected_H_0001,0.014867541731525035
complex.3_16_49_corrected_H_0001,0.014945125695477795
complex.3_16_4_corrected_H_0001,0.01409718020931553
complex.3_17_24_corrected_H_0001,0.015302989283598807
complex.3_17_27_corrected_H_0001,0.015298552698046653
complex.3_17_3_corrected_H_0001,0.015547811075114736
complex.3_17_40_corrected_H_0001,0.015131169320385711
complex.3_17_5_corrected_H_0001,0.015054477828014367
complex.3_17_9_corrected_H_0001,0.014477472086698376
complex.3_18_19_corrected_H_0001,0.01616627139557504
complex.3_18_27_corrected_H_0001,0.014844057591797804
complex.3_18_40_corrected_H_0001,0.01577395450283607
complex.3_19_1_corrected_H_0001,0.014943260606704891
complex.3_19_6_corrected_H_0001,0.01657066234280879
complex.3_1_26_corrected_H_0001,0.01444187542532351
complex.3_1_7_corrected_H_0001,0.007287465640485139
complex.3_2_0_corrected_H_0001,0.016465936221014495
complex.3_2_11_corrected_H_0001,0.009789581407275061
complex.3_2_18_corrected_H_0001,0.007351099872822145
complex.3_2_3_corrected_H_0001,0.011558432933402694
complex.3_2_41_corrected_H_0001,0.007530368649137651
complex.3_2_48_corrected_H_0001,0.010214342984580363
complex.3_2_8_corrected_H_0001,0.01212520962539468
complex.3_3_28_corrected_H_0001,0.011084864666113527
complex.3_3_4_corrected_H_0001,0.012165590888496083
complex.3_3_8_corrected_H_0001,0.007553684079905594
complex.3_4_12_corrected_H_0001,0.009009576812630206
complex.3_4_29_corrected_H_0001,0.009618177328186392
complex.3_4_32_corrected_H_0001,0.013852326061275065
complex.3_4_34_corrected_H_0001,0.00971216184140854
complex.3_5_24_corrected_H_0001,0.01007716864266097
complex.3_5_31_corrected_H_0001,0.012354876076717702
complex.3_5_47_corrected_H_0001,0.00946978546626785
complex.3_6_0_corrected_H_0001,0.012736927871098312
