pdb_file,rsm_hydrophobicity_contacts
complex.0_0_10_corrected_H_0001_T53,0.0141374893029521
complex.0_0_1_corrected_H_0001_T53,0.0076116537773387
complex.0_0_25_corrected_H_0001_T53,0.0110608820113432
complex.0_0_37_corrected_H_0001_T53,0.0128724178208577
complex.0_0_42_corrected_H_0001_T53,0.0121953281697665
complex.0_10_24_corrected_H_0001_T53,0.011289177756826
complex.0_10_35_corrected_H_0001_T53,0.0128962365841868
complex.0_11_12_corrected_H_0001_T53,0.0111334492295325
complex.0_11_21_corrected_H_0001_T53,0.0106387224626158
complex.0_11_26_corrected_H_0001_T53,0.0153903774763546
complex.0_11_27_corrected_H_0001_T53,0.0159714122021813
complex.0_11_29_corrected_H_0001_T53,0.0157151042772802
complex.0_11_31_corrected_H_0001_T53,0.0111956695676342
complex.0_12_13_corrected_H_0001_T53,0.0149009309180073
complex.0_12_16_corrected_H_0001_T53,0.0134826429032491
complex.0_12_17_corrected_H_0001_T53,0.0137829753962236
complex.0_12_2_corrected_H_0001_T53,0.0143703469352502
complex.0_12_34_corrected_H_0001_T53,0.0147294738504158
complex.0_12_5_corrected_H_0001_T53,0.0149104342717618
complex.0_13_12_corrected_H_0001_T53,0.0139026701574503
complex.0_13_13_corrected_H_0001_T53,0.0126988865627984
complex.0_13_17_corrected_H_0001_T53,0.0172280758406658
complex.0_13_18_corrected_H_0001_T53,0.0146362580382782
complex.0_13_20_corrected_H_0001_T53,0.0137072340018939
complex.0_13_28_corrected_H_0001_T53,0.0147896484774242
complex.0_13_40_corrected_H_0001_T53,0.0155965800556233
complex.0_13_41_corrected_H_0001_T53,0.0166245661405702
complex.0_13_44_corrected_H_0001_T53,0.0155242179335131
complex.0_13_48_corrected_H_0001_T53,0.0131281057425929
complex.0_14_10_corrected_H_0001_T53,0.0118367842238775
complex.0_14_13_corrected_H_0001_T53,0.0156074178295215
complex.0_14_17_corrected_H_0001_T53,0.0125153576607916
complex.0_14_22_corrected_H_0001_T53,0.0150985902122846
complex.0_14_30_corrected_H_0001_T53,0.01152009757325
complex.0_14_34_corrected_H_0001_T53,0.0143111863991425
complex.0_14_42_corrected_H_0001_T53,0.0165100834823786
complex.0_14_47_corrected_H_0001_T53,0.0136608284437526
complex.0_14_4_corrected_H_0001_T53,0.0147590174821321
complex.0_14_5_corrected_H_0001_T53,0.0155757612723102
