pdb_file,interface_rsm
complex.0_0_21_corrected_H_corrected_H_0001_T54,0.1044816571951532
complex.0_0_22_corrected_H_corrected_H_0001_T54,0.0985377951959957
complex.0_0_34_corrected_H_corrected_H_0001_T54,0.0623749444256225
complex.0_0_37_corrected_H_corrected_H_0001_T54,0.0639315471621761
complex.0_10_11_corrected_H_corrected_H_0001_T54,0.1331271241879594
complex.0_10_12_corrected_H_corrected_H_0001_T54,0.1121905023018352
complex.0_10_17_corrected_H_corrected_H_0001_T54,0.1308349161380233
complex.0_10_19_corrected_H_corrected_H_0001_T54,0.1080778792207117
complex.0_10_24_corrected_H_corrected_H_0001_T54,0.1029738689161108
complex.0_10_29_corrected_H_corrected_H_0001_T54,0.1095165315344392
complex.0_10_2_corrected_H_corrected_H_0001_T54,0.1177779326330666
complex.0_10_36_corrected_H_corrected_H_0001_T54,0.1385679790666461
complex.0_10_40_corrected_H_corrected_H_0001_T54,0.1218230479171149
complex.0_10_42_corrected_H_corrected_H_0001_T54,0.117481713799334
complex.0_11_19_corrected_H_corrected_H_0001_T54,0.1448946744504433
complex.0_11_23_corrected_H_corrected_H_0001_T54,0.1164233688746048
complex.0_11_40_corrected_H_corrected_H_0001_T54,0.1519989950553351
complex.0_11_47_corrected_H_corrected_H_0001_T54,0.13672925505229
complex.0_11_9_corrected_H_corrected_H_0001_T54,0.1159314327456713
complex.0_12_27_corrected_H_corrected_H_0001_T54,0.1443554742631548
complex.0_12_39_corrected_H_corrected_H_0001_T54,0.1083288458520361
complex.0_12_44_corrected_H_corrected_H_0001_T54,0.1484136132365341
complex.0_13_20_corrected_H_corrected_H_0001_T54,0.1244026746767066
complex.0_13_29_corrected_H_corrected_H_0001_T54,0.1383497588847344
complex.0_13_32_corrected_H_corrected_H_0001_T54,0.1304774325200964
complex.0_13_3_corrected_H_corrected_H_0001_T54,0.115055666674487
complex.0_13_43_corrected_H_corrected_H_0001_T54,0.1353113234730878
complex.0_13_44_corrected_H_corrected_H_0001_T54,0.1267706165426589
complex.0_14_14_corrected_H_corrected_H_0001_T54,0.1175177723886713
complex.0_14_20_corrected_H_corrected_H_0001_T54,0.1245023612569697
complex.0_14_23_corrected_H_corrected_H_0001_T54,0.1353429727372702
complex.0_14_25_corrected_H_corrected_H_0001_T54,0.1228590239200166
complex.0_14_33_corrected_H_corrected_H_0001_T54,0.1258194177917119
complex.0_14_40_corrected_H_corrected_H_0001_T54,0.1504001642555883
complex.0_14_42_corrected_H_corrected_H_0001_T54,0.1407208953067759
complex.0_14_45_corrected_H_corrected_H_0001_T54,0.1203606473355707
complex.0_15_20_corrected_H_corrected_H_0001_T54,0.1230596185722599
complex.0_15_21_corrected_H_corrected_H_0001_T54,0.1196278011640539
complex.0_15_38_corrected_H_corrected_H_0001_T54,0.1409387609660986
complex.0_15_45_corrected_H_corrected_H_0001_T54,0.1354420773654067
complex.0_15_6_corrected_H_corrected_H_0001_T54,0.111385512436184
complex.0_16_27_corrected_H_corrected_H_0001_T54,0.1286890538591388
complex.0_16_2_corrected_H_corrected_H_0001_T54,0.130258767516058
complex.0_16_3_corrected_H_corrected_H_0001_T54,0.1249747824845821
complex.0_17_13_corrected_H_corrected_H_0001_T54,0.1277060856064026
complex.0_17_17_corrected_H_corrected_H_0001_T54,0.1317753809912069
complex.0_17_21_corrected_H_corrected_H_0001_T54,0.1337231032361601
complex.0_17_33_corrected_H_corrected_H_0001_T54,0.1299562477522894
complex.0_17_34_corrected_H_corrected_H_0001_T54,0.1366691485077377
complex.0_17_38_corrected_H_corrected_H_0001_T54,0.1309938402473532
complex.0_18_10_corrected_H_corrected_H_0001_T54,0.1269116110287113
complex.0_18_11_corrected_H_corrected_H_0001_T54,0.1275290125596099
complex.0_18_20_corrected_H_corrected_H_0001_T54,0.1272831835542837
complex.0_18_7_corrected_H_corrected_H_0001_T54,0.1245306664157975
complex.0_1_0_corrected_H_corrected_H_0001_T54,0.0560288124226801
complex.0_1_14_corrected_H_corrected_H_0001_T54,0.0996386001109637
complex.0_1_17_corrected_H_corrected_H_0001_T54,0.0791609332717551
complex.0_1_20_corrected_H_corrected_H_0001_T54,0.0561490947492425
complex.0_1_28_corrected_H_corrected_H_0001_T54,0.0614786731654268
complex.0_1_42_corrected_H_corrected_H_0001_T54,0.0869893152151019
complex.0_1_46_corrected_H_corrected_H_0001_T54,0.0869660441310062
complex.0_2_14_corrected_H_corrected_H_0001_T54,0.1350912648660687
complex.0_2_23_corrected_H_corrected_H_0001_T54,0.0952521842061579
complex.0_2_24_corrected_H_corrected_H_0001_T54,0.082159630559335
complex.0_2_2_corrected_H_corrected_H_0001_T54,0.0772169879795686
complex.0_2_39_corrected_H_corrected_H_0001_T54,0.0813142247892386
complex.0_2_40_corrected_H_corrected_H_0001_T54,0.1117028442646199
complex.0_3_20_corrected_H_corrected_H_0001_T54,0.100681458180059
complex.0_3_24_corrected_H_corrected_H_0001_T54,0.1113275026768573
complex.0_3_29_corrected_H_corrected_H_0001_T54,0.0726212783319226
complex.0_3_39_corrected_H_corrected_H_0001_T54,0.1302885392916245
complex.0_3_6_corrected_H_corrected_H_0001_T54,0.0841968380767529
complex.0_4_11_corrected_H_corrected_H_0001_T54,0.0683640345603019
complex.0_4_24_corrected_H_corrected_H_0001_T54,0.073686569967941
complex.0_4_34_corrected_H_corrected_H_0001_T54,0.1029860892881367
complex.0_4_3_corrected_H_corrected_H_0001_T54,0.1033113062198484
complex.0_4_7_corrected_H_corrected_H_0001_T54,0.1109352220533793
complex.0_5_21_corrected_H_corrected_H_0001_T54,0.0849719990448141
complex.0_5_24_corrected_H_corrected_H_0001_T54,0.0907627588678398
complex.0_5_6_corrected_H_corrected_H_0001_T54,0.0969197856091066
complex.0_5_7_corrected_H_corrected_H_0001_T54,0.114081852708298
complex.0_5_9_corrected_H_corrected_H_0001_T54,0.0718574611415525
complex.0_6_31_corrected_H_corrected_H_0001_T54,0.1078967477546638
complex.0_6_32_corrected_H_corrected_H_0001_T54,0.1174974215279943
complex.0_6_3_corrected_H_corrected_H_0001_T54,0.0969284684034537
complex.0_6_42_corrected_H_corrected_H_0001_T54,0.0811639978692293
complex.0_6_48_corrected_H_corrected_H_0001_T54,0.0755771185271652
complex.0_6_5_corrected_H_corrected_H_0001_T54,0.0990215385158288
complex.0_6_6_corrected_H_corrected_H_0001_T54,0.0969967031921181
complex.0_7_15_corrected_H_corrected_H_0001_T54,0.0978571912051131
complex.0_7_18_corrected_H_corrected_H_0001_T54,0.1084190552401475
complex.0_7_26_corrected_H_corrected_H_0001_T54,0.1086800847324056
complex.0_7_40_corrected_H_corrected_H_0001_T54,0.1058403617265324
complex.0_7_48_corrected_H_corrected_H_0001_T54,0.102173848936231
complex.0_7_9_corrected_H_corrected_H_0001_T54,0.0973068792507704
complex.0_8_1_corrected_H_corrected_H_0001_T54,0.10018280455125
complex.0_8_27_corrected_H_corrected_H_0001_T54,0.1033999610915626
complex.0_8_5_corrected_H_corrected_H_0001_T54,0.1047877961713389
complex.0_9_17_corrected_H_corrected_H_0001_T54,0.132439380212626
complex.0_9_26_corrected_H_corrected_H_0001_T54,0.1058136112841571
complex.0_9_40_corrected_H_corrected_H_0001_T54,0.1020373571221119
complex.0_9_45_corrected_H_corrected_H_0001_T54,0.1016142583610093
complex.1_0_12_corrected_H_corrected_H_0001_T54,0.0887596963328122
complex.1_0_16_corrected_H_corrected_H_0001_T54,0.1255328524257897
complex.1_0_24_corrected_H_corrected_H_0001_T54,0.0875717514350469
complex.1_0_30_corrected_H_corrected_H_0001_T54,0.1001675768899025
