filename,spearman_corr
1acb_hydro_patches.csv,0.5556646018907401
1j7d_hydro_patches.csv,0.5309015029447196
1ry7_hydro_patches.csv,0.8276278112053639
1wqj_hydro_patches.csv,0.41901777209859553
1wrd_hydro_patches.csv,0.6923894696717768
1xg2_hydro_patches.csv,0.6305315230922531
2g2u_hydro_patches.csv,0.6218565072226202
3dgp_hydro_patches.csv,0.732611098518966
3fpn_hydro_patches.csv,0.7739390659994367
3wdg_hydro_patches.csv,0.7246615264409909
3whq_hydro_patches.csv,0.7622966771250782
3ygs_hydro_patches.csv,0.16884669930678903
4qlp_hydro_patches.csv,0.7452951026562382
5maw_hydro_patches.csv,0.857437405545474
6xod_hydro_patches.csv,0.7240759189911071
6yxj_hydro_patches.csv,0.6516220520983493
