pdb_file,hydrophobicity_contacts
complex.0_0_0_corrected_H_0001_8enf,14
complex.0_0_10_corrected_H_0001_8enf,7
complex.0_0_28_corrected_H_0001_8enf,16
complex.0_0_31_corrected_H_0001_8enf,13
complex.0_0_38_corrected_H_0001_8enf,33
complex.0_0_8_corrected_H_0001_8enf,14
complex.0_10_41_corrected_H_0001_8enf,44
complex.0_10_47_corrected_H_0001_8enf,38
complex.0_10_8_corrected_H_0001_8enf,49
complex.0_11_11_corrected_H_0001_8enf,44
complex.0_11_15_corrected_H_0001_8enf,48
complex.0_11_19_corrected_H_0001_8enf,50
complex.0_11_39_corrected_H_0001_8enf,46
complex.0_11_7_corrected_H_0001_8enf,47
complex.0_12_30_corrected_H_0001_8enf,51
complex.0_12_33_corrected_H_0001_8enf,51
complex.0_12_3_corrected_H_0001_8enf,42
complex.0_12_46_corrected_H_0001_8enf,47
complex.0_13_16_corrected_H_0001_8enf,51
complex.0_13_29_corrected_H_0001_8enf,47
complex.0_13_32_corrected_H_0001_8enf,48
complex.0_13_34_corrected_H_0001_8enf,44
complex.0_14_11_corrected_H_0001_8enf,54
complex.0_14_12_corrected_H_0001_8enf,44
complex.0_14_17_corrected_H_0001_8enf,43
complex.0_14_1_corrected_H_0001_8enf,42
complex.0_14_21_corrected_H_0001_8enf,48
complex.0_14_35_corrected_H_0001_8enf,52
complex.0_14_45_corrected_H_0001_8enf,49
complex.0_15_15_corrected_H_0001_8enf,51
complex.0_15_35_corrected_H_0001_8enf,51
complex.0_16_13_corrected_H_0001_8enf,49
complex.0_16_16_corrected_H_0001_8enf,50
complex.0_16_19_corrected_H_0001_8enf,49
complex.0_16_24_corrected_H_0001_8enf,51
complex.0_16_2_corrected_H_0001_8enf,49
complex.0_17_12_corrected_H_0001_8enf,47
complex.0_17_21_corrected_H_0001_8enf,52
complex.0_17_23_corrected_H_0001_8enf,46
complex.0_17_24_corrected_H_0001_8enf,50
complex.0_17_33_corrected_H_0001_8enf,53
complex.0_17_7_corrected_H_0001_8enf,55
complex.0_1_10_corrected_H_0001_8enf,25
complex.0_1_22_corrected_H_0001_8enf,25
complex.0_1_49_corrected_H_0001_8enf,11
complex.0_1_7_corrected_H_0001_8enf,10
complex.0_2_28_corrected_H_0001_8enf,30
complex.0_2_29_corrected_H_0001_8enf,23
complex.0_2_37_corrected_H_0001_8enf,27
complex.0_2_8_corrected_H_0001_8enf,22
complex.0_3_0_corrected_H_0001_8enf,20
complex.0_3_34_corrected_H_0001_8enf,23
complex.0_4_0_corrected_H_0001_8enf,36
complex.0_4_13_corrected_H_0001_8enf,39
complex.0_4_22_corrected_H_0001_8enf,32
complex.0_4_39_corrected_H_0001_8enf,28
