pdb_file,hydrophobicity_contacts
complex.0_0_15_corrected_H_0001_2grn,10
complex.0_0_41_corrected_H_0001_2grn,15
complex.0_0_43_corrected_H_0001_2grn,13
complex.0_10_22_corrected_H_0001_2grn,16
complex.0_10_24_corrected_H_0001_2grn,24
complex.0_10_45_corrected_H_0001_2grn,12
complex.0_10_6_corrected_H_0001_2grn,15
complex.0_11_16_corrected_H_0001_2grn,17
complex.0_11_19_corrected_H_0001_2grn,15
complex.0_11_32_corrected_H_0001_2grn,16
complex.0_11_46_corrected_H_0001_2grn,22
complex.0_11_48_corrected_H_0001_2grn,21
complex.0_12_16_corrected_H_0001_2grn,17
complex.0_12_19_corrected_H_0001_2grn,17
complex.0_12_28_corrected_H_0001_2grn,18
complex.0_13_38_corrected_H_0001_2grn,16
complex.0_13_41_corrected_H_0001_2grn,16
complex.0_13_45_corrected_H_0001_2grn,16
complex.0_13_46_corrected_H_0001_2grn,15
complex.0_13_47_corrected_H_0001_2grn,17
complex.0_13_49_corrected_H_0001_2grn,16
complex.0_13_6_corrected_H_0001_2grn,16
complex.0_14_17_corrected_H_0001_2grn,16
complex.0_14_18_corrected_H_0001_2grn,17
complex.0_14_23_corrected_H_0001_2grn,17
complex.0_14_30_corrected_H_0001_2grn,20
complex.0_14_44_corrected_H_0001_2grn,16
complex.0_14_48_corrected_H_0001_2grn,14
complex.0_15_14_corrected_H_0001_2grn,17
complex.0_15_27_corrected_H_0001_2grn,16
complex.0_15_37_corrected_H_0001_2grn,16
complex.0_15_41_corrected_H_0001_2grn,17
complex.0_15_42_corrected_H_0001_2grn,17
complex.0_15_6_corrected_H_0001_2grn,16
complex.0_16_14_corrected_H_0001_2grn,13
complex.0_16_19_corrected_H_0001_2grn,16
complex.0_16_24_corrected_H_0001_2grn,18
complex.0_16_35_corrected_H_0001_2grn,16
complex.0_16_40_corrected_H_0001_2grn,17
complex.0_16_47_corrected_H_0001_2grn,17
complex.0_17_1_corrected_H_0001_2grn,17
complex.0_17_20_corrected_H_0001_2grn,16
complex.0_17_38_corrected_H_0001_2grn,17
