pdb_file,hydrophobicity_contacts
relaxed_1ggp_model_1_corrected_H_0001_1ggp,14
relaxed_1ggp_model_10_corrected_H_0001_1ggp,37
relaxed_1ggp_model_100_corrected_H_0001_1ggp,27
relaxed_1ggp_model_101_corrected_H_0001_1ggp,28
relaxed_1ggp_model_102_corrected_H_0001_1ggp,23
relaxed_1ggp_model_103_corrected_H_0001_1ggp,25
relaxed_1ggp_model_104_corrected_H_0001_1ggp,19
relaxed_1ggp_model_105_corrected_H_0001_1ggp,21
relaxed_1ggp_model_106_corrected_H_0001_1ggp,31
relaxed_1ggp_model_107_corrected_H_0001_1ggp,30
relaxed_1ggp_model_108_corrected_H_0001_1ggp,31
relaxed_1ggp_model_109_corrected_H_0001_1ggp,25
relaxed_1ggp_model_11_corrected_H_0001_1ggp,15
relaxed_1ggp_model_110_corrected_H_0001_1ggp,38
relaxed_1ggp_model_111_corrected_H_0001_1ggp,29
relaxed_1ggp_model_112_corrected_H_0001_1ggp,29
relaxed_1ggp_model_113_corrected_H_0001_1ggp,25
relaxed_1ggp_model_114_corrected_H_0001_1ggp,29
relaxed_1ggp_model_115_corrected_H_0001_1ggp,26
relaxed_1ggp_model_116_corrected_H_0001_1ggp,26
relaxed_1ggp_model_117_corrected_H_0001_1ggp,23
relaxed_1ggp_model_118_corrected_H_0001_1ggp,21
relaxed_1ggp_model_119_corrected_H_0001_1ggp,20
relaxed_1ggp_model_12_corrected_H_0001_1ggp,24
relaxed_1ggp_model_120_corrected_H_0001_1ggp,25
relaxed_1ggp_model_121_corrected_H_0001_1ggp,30
relaxed_1ggp_model_122_corrected_H_0001_1ggp,23
relaxed_1ggp_model_123_corrected_H_0001_1ggp,45
relaxed_1ggp_model_124_corrected_H_0001_1ggp,22
relaxed_1ggp_model_125_corrected_H_0001_1ggp,27
relaxed_1ggp_model_126_corrected_H_0001_1ggp,26
relaxed_1ggp_model_127_corrected_H_0001_1ggp,31
relaxed_1ggp_model_128_corrected_H_0001_1ggp,10
relaxed_1ggp_model_129_corrected_H_0001_1ggp,24
relaxed_1ggp_model_13_corrected_H_0001_1ggp,17
relaxed_1ggp_model_130_corrected_H_0001_1ggp,19
relaxed_1ggp_model_131_corrected_H_0001_1ggp,27
relaxed_1ggp_model_132_corrected_H_0001_1ggp,22
relaxed_1ggp_model_133_corrected_H_0001_1ggp,28
relaxed_1ggp_model_134_corrected_H_0001_1ggp,37
relaxed_1ggp_model_135_corrected_H_0001_1ggp,32
relaxed_1ggp_model_136_corrected_H_0001_1ggp,26
relaxed_1ggp_model_137_corrected_H_0001_1ggp,21
relaxed_1ggp_model_138_corrected_H_0001_1ggp,28
relaxed_1ggp_model_139_corrected_H_0001_1ggp,24
relaxed_1ggp_model_14_corrected_H_0001_1ggp,26
relaxed_1ggp_model_140_corrected_H_0001_1ggp,21
relaxed_1ggp_model_141_corrected_H_0001_1ggp,24
relaxed_1ggp_model_142_corrected_H_0001_1ggp,33
relaxed_1ggp_model_143_corrected_H_0001_1ggp,28
relaxed_1ggp_model_144_corrected_H_0001_1ggp,19
relaxed_1ggp_model_145_corrected_H_0001_1ggp,27
relaxed_1ggp_model_146_corrected_H_0001_1ggp,36
relaxed_1ggp_model_147_corrected_H_0001_1ggp,26
relaxed_1ggp_model_148_corrected_H_0001_1ggp,14
relaxed_1ggp_model_149_corrected_H_0001_1ggp,32
relaxed_1ggp_model_15_corrected_H_0001_1ggp,19
relaxed_1ggp_model_150_corrected_H_0001_1ggp,21
relaxed_1ggp_model_151_corrected_H_0001_1ggp,18
relaxed_1ggp_model_152_corrected_H_0001_1ggp,38
relaxed_1ggp_model_153_corrected_H_0001_1ggp,38
relaxed_1ggp_model_154_corrected_H_0001_1ggp,37
relaxed_1ggp_model_155_corrected_H_0001_1ggp,23
relaxed_1ggp_model_156_corrected_H_0001_1ggp,25
relaxed_1ggp_model_157_corrected_H_0001_1ggp,32
relaxed_1ggp_model_158_corrected_H_0001_1ggp,26
relaxed_1ggp_model_159_corrected_H_0001_1ggp,35
relaxed_1ggp_model_16_corrected_H_0001_1ggp,20
relaxed_1ggp_model_160_corrected_H_0001_1ggp,27
relaxed_1ggp_model_161_corrected_H_0001_1ggp,26
relaxed_1ggp_model_162_corrected_H_0001_1ggp,39
relaxed_1ggp_model_163_corrected_H_0001_1ggp,41
relaxed_1ggp_model_164_corrected_H_0001_1ggp,28
relaxed_1ggp_model_165_corrected_H_0001_1ggp,33
relaxed_1ggp_model_166_corrected_H_0001_1ggp,25
relaxed_1ggp_model_167_corrected_H_0001_1ggp,21
relaxed_1ggp_model_168_corrected_H_0001_1ggp,21
relaxed_1ggp_model_169_corrected_H_0001_1ggp,34
relaxed_1ggp_model_17_corrected_H_0001_1ggp,19
relaxed_1ggp_model_170_corrected_H_0001_1ggp,22
relaxed_1ggp_model_171_corrected_H_0001_1ggp,25
relaxed_1ggp_model_172_corrected_H_0001_1ggp,35
relaxed_1ggp_model_173_corrected_H_0001_1ggp,26
relaxed_1ggp_model_174_corrected_H_0001_1ggp,30
relaxed_1ggp_model_175_corrected_H_0001_1ggp,20
relaxed_1ggp_model_176_corrected_H_0001_1ggp,20
relaxed_1ggp_model_177_corrected_H_0001_1ggp,23
relaxed_1ggp_model_178_corrected_H_0001_1ggp,30
relaxed_1ggp_model_179_corrected_H_0001_1ggp,0
relaxed_1ggp_model_18_corrected_H_0001_1ggp,31
relaxed_1ggp_model_180_corrected_H_0001_1ggp,26
relaxed_1ggp_model_181_corrected_H_0001_1ggp,33
relaxed_1ggp_model_182_corrected_H_0001_1ggp,35
relaxed_1ggp_model_183_corrected_H_0001_1ggp,28
relaxed_1ggp_model_184_corrected_H_0001_1ggp,31
relaxed_1ggp_model_185_corrected_H_0001_1ggp,17
relaxed_1ggp_model_186_corrected_H_0001_1ggp,34
relaxed_1ggp_model_187_corrected_H_0001_1ggp,44
relaxed_1ggp_model_188_corrected_H_0001_1ggp,36
relaxed_1ggp_model_189_corrected_H_0001_1ggp,43
relaxed_1ggp_model_19_corrected_H_0001_1ggp,23
relaxed_1ggp_model_190_corrected_H_0001_1ggp,43
relaxed_1ggp_model_191_corrected_H_0001_1ggp,33
relaxed_1ggp_model_192_corrected_H_0001_1ggp,17
relaxed_1ggp_model_193_corrected_H_0001_1ggp,33
relaxed_1ggp_model_194_corrected_H_0001_1ggp,24
relaxed_1ggp_model_195_corrected_H_0001_1ggp,19
relaxed_1ggp_model_196_corrected_H_0001_1ggp,29
relaxed_1ggp_model_197_corrected_H_0001_1ggp,43
relaxed_1ggp_model_198_corrected_H_0001_1ggp,26
relaxed_1ggp_model_199_corrected_H_0001_1ggp,19
relaxed_1ggp_model_2_corrected_H_0001_1ggp,17
relaxed_1ggp_model_20_corrected_H_0001_1ggp,9
relaxed_1ggp_model_200_corrected_H_0001_1ggp,26
relaxed_1ggp_model_201_corrected_H_0001_1ggp,19
relaxed_1ggp_model_202_corrected_H_0001_1ggp,26
relaxed_1ggp_model_203_corrected_H_0001_1ggp,28
