pdb_file,hydrophobicity_contacts
complex.0_0_13_corrected_H_0001_3whq,25
complex.0_0_14_corrected_H_0001_3whq,50
complex.0_0_22_corrected_H_0001_3whq,26
complex.0_0_25_corrected_H_0001_3whq,31
complex.0_0_26_corrected_H_0001_3whq,59
complex.0_0_31_corrected_H_0001_3whq,41
complex.0_0_32_corrected_H_0001_3whq,42
complex.0_0_33_corrected_H_0001_3whq,22
complex.0_0_6_corrected_H_0001_3whq,29
complex.0_0_7_corrected_H_0001_3whq,25
complex.0_10_12_corrected_H_0001_3whq,247
complex.0_10_22_corrected_H_0001_3whq,287
complex.0_10_29_corrected_H_0001_3whq,301
complex.0_11_15_corrected_H_0001_3whq,317
complex.0_11_18_corrected_H_0001_3whq,269
complex.0_12_0_corrected_H_0001_3whq,312
complex.0_12_16_corrected_H_0001_3whq,310
complex.0_12_22_corrected_H_0001_3whq,302
complex.0_12_8_corrected_H_0001_3whq,319
complex.0_13_22_corrected_H_0001_3whq,312
complex.0_13_28_corrected_H_0001_3whq,320
complex.0_14_18_corrected_H_0001_3whq,315
complex.0_14_23_corrected_H_0001_3whq,342
complex.0_14_37_corrected_H_0001_3whq,337
complex.0_14_41_corrected_H_0001_3whq,337
complex.0_14_44_corrected_H_0001_3whq,314
complex.0_14_5_corrected_H_0001_3whq,318
complex.0_14_6_corrected_H_0001_3whq,318
complex.0_15_12_corrected_H_0001_3whq,346
complex.0_15_31_corrected_H_0001_3whq,348
complex.0_15_35_corrected_H_0001_3whq,338
complex.0_15_6_corrected_H_0001_3whq,347
complex.0_16_16_corrected_H_0001_3whq,349
complex.0_16_1_corrected_H_0001_3whq,350
complex.0_17_3_corrected_H_0001_3whq,356
complex.0_19_0_corrected_H_0001_3whq,352
complex.0_1_10_corrected_H_0001_3whq,48
complex.0_1_24_corrected_H_0001_3whq,73
complex.0_1_27_corrected_H_0001_3whq,63
complex.0_1_37_corrected_H_0001_3whq,47
complex.0_1_44_corrected_H_0001_3whq,42
complex.0_1_5_corrected_H_0001_3whq,68
complex.0_2_7_corrected_H_0001_3whq,124
complex.0_2_8_corrected_H_0001_3whq,104
complex.0_3_20_corrected_H_0001_3whq,128
complex.0_3_22_corrected_H_0001_3whq,148
complex.0_3_25_corrected_H_0001_3whq,139
complex.0_3_26_corrected_H_0001_3whq,129
complex.0_7_12_corrected_H_0001_3whq,201
complex.0_8_12_corrected_H_0001_3whq,230
complex.0_8_6_corrected_H_0001_3whq,224
complex.0_9_10_corrected_H_0001_3whq,256
complex.0_9_14_corrected_H_0001_3whq,264
complex.0_9_20_corrected_H_0001_3whq,262
complex.0_9_8_corrected_H_0001_3whq,256
complex.1_0_0_corrected_H_0001_3whq,39
complex.1_0_15_corrected_H_0001_3whq,30
complex.1_0_41_corrected_H_0001_3whq,32
complex.1_0_46_corrected_H_0001_3whq,60
complex.1_0_47_corrected_H_0001_3whq,49
complex.1_10_15_corrected_H_0001_3whq,235
complex.1_11_21_corrected_H_0001_3whq,293
complex.1_12_14_corrected_H_0001_3whq,300
complex.1_12_19_corrected_H_0001_3whq,308
complex.1_12_25_corrected_H_0001_3whq,300
complex.1_12_30_corrected_H_0001_3whq,319
complex.1_12_32_corrected_H_0001_3whq,288
complex.1_12_34_corrected_H_0001_3whq,294
complex.1_12_41_corrected_H_0001_3whq,328
complex.1_13_13_corrected_H_0001_3whq,317
complex.1_13_26_corrected_H_0001_3whq,325
complex.1_13_30_corrected_H_0001_3whq,329
complex.1_13_36_corrected_H_0001_3whq,328
complex.1_13_42_corrected_H_0001_3whq,323
complex.1_13_43_corrected_H_0001_3whq,330
complex.1_13_9_corrected_H_0001_3whq,286
complex.1_14_2_corrected_H_0001_3whq,334
complex.1_14_43_corrected_H_0001_3whq,330
complex.1_15_17_corrected_H_0001_3whq,337
complex.1_15_33_corrected_H_0001_3whq,342
complex.1_16_17_corrected_H_0001_3whq,339
complex.1_16_20_corrected_H_0001_3whq,349
complex.1_16_26_corrected_H_0001_3whq,353
complex.1_16_3_corrected_H_0001_3whq,348
complex.1_16_5_corrected_H_0001_3whq,345
complex.1_16_8_corrected_H_0001_3whq,345
complex.1_17_6_corrected_H_0001_3whq,351
complex.1_18_1_corrected_H_0001_3whq,351
complex.1_1_11_corrected_H_0001_3whq,25
complex.1_1_15_corrected_H_0001_3whq,47
complex.1_1_16_corrected_H_0001_3whq,38
complex.1_1_19_corrected_H_0001_3whq,82
complex.1_1_25_corrected_H_0001_3whq,104
complex.1_1_26_corrected_H_0001_3whq,114
complex.1_1_28_corrected_H_0001_3whq,34
complex.1_1_32_corrected_H_0001_3whq,31
complex.1_1_43_corrected_H_0001_3whq,39
complex.1_1_49_corrected_H_0001_3whq,53
complex.1_1_8_corrected_H_0001_3whq,66
complex.1_1_9_corrected_H_0001_3whq,77
complex.1_3_15_corrected_H_0001_3whq,129
complex.1_4_0_corrected_H_0001_3whq,140
complex.1_6_5_corrected_H_0001_3whq,199
complex.1_7_2_corrected_H_0001_3whq,211
complex.1_7_5_corrected_H_0001_3whq,225
complex.1_8_18_corrected_H_0001_3whq,229
complex.1_9_17_corrected_H_0001_3whq,245
complex.1_9_28_corrected_H_0001_3whq,268
complex.1_9_29_corrected_H_0001_3whq,253
complex.1_9_4_corrected_H_0001_3whq,241
complex.1_9_7_corrected_H_0001_3whq,223
complex.2_0_23_corrected_H_0001_3whq,31
complex.2_0_42_corrected_H_0001_3whq,43
complex.2_10_10_corrected_H_0001_3whq,258
complex.2_10_20_corrected_H_0001_3whq,277
complex.2_10_21_corrected_H_0001_3whq,261
complex.2_10_2_corrected_H_0001_3whq,274
complex.2_10_3_corrected_H_0001_3whq,287
complex.2_11_20_corrected_H_0001_3whq,284
complex.2_11_34_corrected_H_0001_3whq,316
complex.2_11_6_corrected_H_0001_3whq,272
complex.2_12_1_corrected_H_0001_3whq,309
complex.2_12_26_corrected_H_0001_3whq,309
complex.2_12_29_corrected_H_0001_3whq,281
complex.2_12_37_corrected_H_0001_3whq,326
complex.2_12_9_corrected_H_0001_3whq,319
complex.2_13_31_corrected_H_0001_3whq,317
complex.2_13_44_corrected_H_0001_3whq,299
complex.2_13_45_corrected_H_0001_3whq,314
complex.2_13_47_corrected_H_0001_3whq,329
complex.2_14_21_corrected_H_0001_3whq,341
complex.2_14_22_corrected_H_0001_3whq,339
complex.2_14_26_corrected_H_0001_3whq,310
complex.2_15_13_corrected_H_0001_3whq,343
complex.2_15_3_corrected_H_0001_3whq,342
complex.2_16_28_corrected_H_0001_3whq,352
complex.2_16_6_corrected_H_0001_3whq,334
complex.2_16_7_corrected_H_0001_3whq,348
complex.2_17_0_corrected_H_0001_3whq,350
complex.2_17_7_corrected_H_0001_3whq,340
complex.2_18_2_corrected_H_0001_3whq,354
complex.2_1_31_corrected_H_0001_3whq,52
complex.2_1_33_corrected_H_0001_3whq,56
complex.2_1_36_corrected_H_0001_3whq,25
complex.2_1_6_corrected_H_0001_3whq,56
complex.2_2_11_corrected_H_0001_3whq,133
complex.2_2_4_corrected_H_0001_3whq,121
complex.2_3_17_corrected_H_0001_3whq,152
complex.2_4_1_corrected_H_0001_3whq,144
complex.2_4_5_corrected_H_0001_3whq,138
complex.2_8_20_corrected_H_0001_3whq,228
complex.2_9_12_corrected_H_0001_3whq,269
complex.2_9_19_corrected_H_0001_3whq,245
complex.2_9_21_corrected_H_0001_3whq,272
complex.2_9_5_corrected_H_0001_3whq,220
complex.3_0_11_corrected_H_0001_3whq,31
complex.3_0_21_corrected_H_0001_3whq,18
complex.3_0_34_corrected_H_0001_3whq,33
complex.3_0_38_corrected_H_0001_3whq,25
complex.3_0_43_corrected_H_0001_3whq,40
complex.3_0_48_corrected_H_0001_3whq,29
complex.3_0_4_corrected_H_0001_3whq,49
complex.3_0_8_corrected_H_0001_3whq,28
complex.3_10_16_corrected_H_0001_3whq,258
complex.3_10_28_corrected_H_0001_3whq,242
complex.3_10_5_corrected_H_0001_3whq,267
complex.3_11_13_corrected_H_0001_3whq,285
complex.3_11_16_corrected_H_0001_3whq,274
complex.3_11_25_corrected_H_0001_3whq,286
complex.3_11_26_corrected_H_0001_3whq,283
complex.3_11_37_corrected_H_0001_3whq,323
complex.3_11_7_corrected_H_0001_3whq,282
complex.3_12_12_corrected_H_0001_3whq,303
complex.3_12_27_corrected_H_0001_3whq,294
complex.3_12_2_corrected_H_0001_3whq,307
complex.3_12_38_corrected_H_0001_3whq,302
complex.3_12_3_corrected_H_0001_3whq,344
complex.3_12_49_corrected_H_0001_3whq,293
complex.3_12_4_corrected_H_0001_3whq,269
complex.3_13_0_corrected_H_0001_3whq,309
complex.3_13_12_corrected_H_0001_3whq,299
complex.3_13_14_corrected_H_0001_3whq,336
complex.3_13_17_corrected_H_0001_3whq,330
complex.3_13_41_corrected_H_0001_3whq,320
complex.3_13_46_corrected_H_0001_3whq,322
complex.3_14_28_corrected_H_0001_3whq,339
complex.3_14_32_corrected_H_0001_3whq,327
complex.3_14_39_corrected_H_0001_3whq,318
complex.3_14_47_corrected_H_0001_3whq,324
complex.3_14_4_corrected_H_0001_3whq,340
complex.3_14_9_corrected_H_0001_3whq,326
complex.3_15_20_corrected_H_0001_3whq,336
complex.3_15_29_corrected_H_0001_3whq,349
