pdb_file,hydrophobicity_contacts
complex.0_0_11_corrected_H_0001_4qjf,21
complex.0_0_24_corrected_H_0001_4qjf,19
complex.0_0_4_corrected_H_0001_4qjf,21
complex.0_0_5_corrected_H_0001_4qjf,12
complex.0_10_0_corrected_H_0001_4qjf,75
complex.0_10_16_corrected_H_0001_4qjf,83
complex.0_10_24_corrected_H_0001_4qjf,63
complex.0_10_2_corrected_H_0001_4qjf,58
complex.0_10_36_corrected_H_0001_4qjf,67
complex.0_10_3_corrected_H_0001_4qjf,74
complex.0_10_47_corrected_H_0001_4qjf,63
complex.0_10_4_corrected_H_0001_4qjf,73
complex.0_11_13_corrected_H_0001_4qjf,68
complex.0_11_14_corrected_H_0001_4qjf,82
complex.0_11_22_corrected_H_0001_4qjf,73
complex.0_12_0_corrected_H_0001_4qjf,74
complex.0_12_19_corrected_H_0001_4qjf,79
complex.0_12_29_corrected_H_0001_4qjf,69
complex.0_12_32_corrected_H_0001_4qjf,78
complex.0_12_41_corrected_H_0001_4qjf,79
complex.0_12_43_corrected_H_0001_4qjf,69
complex.0_12_48_corrected_H_0001_4qjf,74
complex.0_13_0_corrected_H_0001_4qjf,83
complex.0_13_16_corrected_H_0001_4qjf,84
complex.0_13_1_corrected_H_0001_4qjf,80
complex.0_13_45_corrected_H_0001_4qjf,74
complex.0_14_21_corrected_H_0001_4qjf,84
complex.0_14_29_corrected_H_0001_4qjf,75
complex.0_14_33_corrected_H_0001_4qjf,81
complex.0_14_37_corrected_H_0001_4qjf,82
complex.0_14_47_corrected_H_0001_4qjf,74
complex.0_14_49_corrected_H_0001_4qjf,70
complex.0_15_10_corrected_H_0001_4qjf,80
complex.0_15_30_corrected_H_0001_4qjf,75
complex.0_15_33_corrected_H_0001_4qjf,81
complex.0_15_38_corrected_H_0001_4qjf,77
complex.0_15_5_corrected_H_0001_4qjf,81
complex.0_15_6_corrected_H_0001_4qjf,71
complex.0_16_12_corrected_H_0001_4qjf,83
complex.0_16_22_corrected_H_0001_4qjf,76
complex.0_17_0_corrected_H_0001_4qjf,75
complex.0_17_12_corrected_H_0001_4qjf,74
complex.0_17_14_corrected_H_0001_4qjf,80
complex.0_17_31_corrected_H_0001_4qjf,76
complex.0_17_36_corrected_H_0001_4qjf,84
complex.0_17_4_corrected_H_0001_4qjf,90
complex.0_1_26_corrected_H_0001_4qjf,15
complex.0_1_27_corrected_H_0001_4qjf,23
complex.0_2_13_corrected_H_0001_4qjf,18
complex.0_2_25_corrected_H_0001_4qjf,21
complex.0_2_28_corrected_H_0001_4qjf,29
complex.0_2_32_corrected_H_0001_4qjf,27
complex.0_2_43_corrected_H_0001_4qjf,17
complex.0_2_4_corrected_H_0001_4qjf,46
complex.0_2_5_corrected_H_0001_4qjf,20
complex.0_2_6_corrected_H_0001_4qjf,14
complex.0_3_31_corrected_H_0001_4qjf,22
complex.0_3_41_corrected_H_0001_4qjf,36
complex.0_4_20_corrected_H_0001_4qjf,31
complex.0_4_23_corrected_H_0001_4qjf,46
complex.0_4_43_corrected_H_0001_4qjf,41
complex.0_4_47_corrected_H_0001_4qjf,29
complex.0_5_5_corrected_H_0001_4qjf,45
complex.0_6_13_corrected_H_0001_4qjf,56
complex.0_6_4_corrected_H_0001_4qjf,41
complex.0_6_5_corrected_H_0001_4qjf,38
complex.0_7_11_corrected_H_0001_4qjf,44
complex.0_7_22_corrected_H_0001_4qjf,56
complex.0_7_32_corrected_H_0001_4qjf,80
complex.0_7_36_corrected_H_0001_4qjf,59
complex.0_7_47_corrected_H_0001_4qjf,55
complex.0_8_25_corrected_H_0001_4qjf,61
complex.0_8_41_corrected_H_0001_4qjf,59
complex.0_8_44_corrected_H_0001_4qjf,71
complex.0_9_46_corrected_H_0001_4qjf,70
complex.0_9_8_corrected_H_0001_4qjf,73
complex.1_0_15_corrected_H_0001_4qjf,6
complex.1_0_19_corrected_H_0001_4qjf,12
complex.1_0_21_corrected_H_0001_4qjf,16
complex.1_0_22_corrected_H_0001_4qjf,33
complex.1_0_3_corrected_H_0001_4qjf,23
complex.1_10_18_corrected_H_0001_4qjf,74
complex.1_10_30_corrected_H_0001_4qjf,79
complex.1_10_35_corrected_H_0001_4qjf,67
complex.1_10_40_corrected_H_0001_4qjf,70
complex.1_10_42_corrected_H_0001_4qjf,61
complex.1_11_11_corrected_H_0001_4qjf,59
complex.1_11_16_corrected_H_0001_4qjf,77
complex.1_11_36_corrected_H_0001_4qjf,84
complex.1_11_37_corrected_H_0001_4qjf,66
complex.1_11_40_corrected_H_0001_4qjf,73
complex.1_12_13_corrected_H_0001_4qjf,79
complex.1_12_18_corrected_H_0001_4qjf,82
complex.1_12_8_corrected_H_0001_4qjf,79
complex.1_13_10_corrected_H_0001_4qjf,80
complex.1_13_37_corrected_H_0001_4qjf,72
complex.1_13_39_corrected_H_0001_4qjf,82
complex.1_13_47_corrected_H_0001_4qjf,75
complex.1_13_6_corrected_H_0001_4qjf,73
complex.1_14_10_corrected_H_0001_4qjf,79
complex.1_14_11_corrected_H_0001_4qjf,78
complex.1_14_17_corrected_H_0001_4qjf,79
complex.1_14_20_corrected_H_0001_4qjf,79
complex.1_14_2_corrected_H_0001_4qjf,76
complex.1_14_32_corrected_H_0001_4qjf,80
complex.1_14_48_corrected_H_0001_4qjf,80
complex.1_15_13_corrected_H_0001_4qjf,70
complex.1_15_46_corrected_H_0001_4qjf,81
complex.1_16_11_corrected_H_0001_4qjf,76
complex.1_16_15_corrected_H_0001_4qjf,77
complex.1_16_29_corrected_H_0001_4qjf,74
complex.1_17_18_corrected_H_0001_4qjf,80
complex.1_17_24_corrected_H_0001_4qjf,78
complex.1_17_25_corrected_H_0001_4qjf,77
complex.1_17_33_corrected_H_0001_4qjf,81
complex.1_17_3_corrected_H_0001_4qjf,79
complex.1_17_6_corrected_H_0001_4qjf,81
complex.1_2_10_corrected_H_0001_4qjf,12
complex.1_2_33_corrected_H_0001_4qjf,24
complex.1_2_34_corrected_H_0001_4qjf,27
complex.1_2_36_corrected_H_0001_4qjf,12
complex.1_2_39_corrected_H_0001_4qjf,19
complex.1_2_3_corrected_H_0001_4qjf,25
complex.1_2_48_corrected_H_0001_4qjf,20
complex.1_2_49_corrected_H_0001_4qjf,28
complex.1_2_8_corrected_H_0001_4qjf,29
complex.1_2_9_corrected_H_0001_4qjf,30
complex.1_3_14_corrected_H_0001_4qjf,41
complex.1_3_17_corrected_H_0001_4qjf,38
complex.1_3_19_corrected_H_0001_4qjf,46
complex.1_3_21_corrected_H_0001_4qjf,29
complex.1_3_34_corrected_H_0001_4qjf,36
complex.1_3_36_corrected_H_0001_4qjf,39
complex.1_3_44_corrected_H_0001_4qjf,20
complex.1_3_48_corrected_H_0001_4qjf,32
complex.1_3_7_corrected_H_0001_4qjf,40
complex.1_4_15_corrected_H_0001_4qjf,37
complex.1_4_1_corrected_H_0001_4qjf,36
complex.1_4_26_corrected_H_0001_4qjf,45
complex.1_4_29_corrected_H_0001_4qjf,37
complex.1_4_31_corrected_H_0001_4qjf,51
complex.1_4_32_corrected_H_0001_4qjf,20
complex.1_4_39_corrected_H_0001_4qjf,46
complex.1_4_3_corrected_H_0001_4qjf,31
complex.1_4_44_corrected_H_0001_4qjf,28
complex.1_4_45_corrected_H_0001_4qjf,36
complex.1_4_48_corrected_H_0001_4qjf,26
complex.1_5_34_corrected_H_0001_4qjf,43
complex.1_5_6_corrected_H_0001_4qjf,42
complex.1_6_17_corrected_H_0001_4qjf,42
complex.1_6_1_corrected_H_0001_4qjf,64
complex.1_6_27_corrected_H_0001_4qjf,32
complex.1_7_33_corrected_H_0001_4qjf,51
complex.1_7_43_corrected_H_0001_4qjf,78
complex.1_7_46_corrected_H_0001_4qjf,68
complex.1_8_26_corrected_H_0001_4qjf,67
complex.1_8_2_corrected_H_0001_4qjf,71
complex.1_8_32_corrected_H_0001_4qjf,67
