filename,spearman_corr
1acb_hydro_patches.csv,0.3876871353960649
1ay7_hydro_patches.csv,0.6381519591395253
1euv_hydro_patches.csv,0.7460520884106092
1j7d_hydro_patches.csv,0.5454202147364317
1ry7_hydro_patches.csv,0.830299121217452
1ugh_hydro_patches.csv,0.5403780493360812
1wqj_hydro_patches.csv,0.510387419464646
1wrd_hydro_patches.csv,0.6056972041840863
1xg2_hydro_patches.csv,0.6303301430410481
2bkr_hydro_patches.csv,0.7786700683963086
2g2u_hydro_patches.csv,0.48931795812867274
2grn_hydro_patches.csv,-0.19168054522294017
2h7z_hydro_patches.csv,-0.05578479390043884
3dgp_hydro_patches.csv,0.7822505145200871
3fpn_hydro_patches.csv,0.6909820406993188
3wdg_hydro_patches.csv,0.6072326965725106
3whq_hydro_patches.csv,0.7668638121599854
3ygs_hydro_patches.csv,0.051657488706055375
4bi8_hydro_patches.csv,0.6904253694042539
4gi3_hydro_patches.csv,0.7730381693897822
4h5s_hydro_patches.csv,0.47848711624550755
4qlp_hydro_patches.csv,0.7587573818238349
5maw_hydro_patches.csv,0.8454285366528855
6xod_hydro_patches.csv,0.6429440982775514
6yxj_hydro_patches.csv,0.6421859466946322
6zbk_hydro_patches.csv,0.6142820595375308
