filename,spearman_corr
1acb_hydro_patches.csv,0.5414124084800032
1ay7_hydro_patches.csv,0.769052356469295
1euv_hydro_patches.csv,0.7492187445686992
1j7d_hydro_patches.csv,0.5424244582649134
1ry7_hydro_patches.csv,0.8302008006050353
1ugh_hydro_patches.csv,0.561795502746872
1wqj_hydro_patches.csv,0.4028103407488251
1wrd_hydro_patches.csv,0.6874158297780505
1xg2_hydro_patches.csv,0.6307202483124069
2bkr_hydro_patches.csv,0.7670247798959858
2g2u_hydro_patches.csv,0.5958972263779911
2grn_hydro_patches.csv,-0.1097516585239124
2h7z_hydro_patches.csv,0.1524089311725519
3dgp_hydro_patches.csv,0.7394352843271113
3fpn_hydro_patches.csv,0.7563691090735023
3wdg_hydro_patches.csv,0.7107665202785614
3whq_hydro_patches.csv,0.7640122825423444
3ygs_hydro_patches.csv,0.1428627223766916
4bi8_hydro_patches.csv,0.7081088759947741
4gi3_hydro_patches.csv,0.8052311972293271
4h5s_hydro_patches.csv,0.5058788218011324
4qlp_hydro_patches.csv,0.7547456359000849
5maw_hydro_patches.csv,0.8556023880261906
6xod_hydro_patches.csv,0.7076605760580124
6yxj_hydro_patches.csv,0.6463282632950798
6zbk_hydro_patches.csv,0.64093461161979
