filename,spearman_corr
1acb_hydro_patches.csv,0.5556646018907401
1ay7_hydro_patches.csv,0.7820757866004339
1euv_hydro_patches.csv,0.7382787142085532
1j7d_hydro_patches.csv,0.5309015029447196
1ry7_hydro_patches.csv,0.8276278112053639
1ugh_hydro_patches.csv,0.5688120225020313
1wqj_hydro_patches.csv,0.41901777209859553
1wrd_hydro_patches.csv,0.6923894696717768
1xg2_hydro_patches.csv,0.6305315230922531
2bkr_hydro_patches.csv,0.7602059272042245
2g2u_hydro_patches.csv,0.6218565072226202
2grn_hydro_patches.csv,-0.07976755719844389
2h7z_hydro_patches.csv,0.09604759327856874
3dgp_hydro_patches.csv,0.732611098518966
3fpn_hydro_patches.csv,0.7739390659994367
3wdg_hydro_patches.csv,0.7246615264409909
3whq_hydro_patches.csv,0.7622966771250782
3ygs_hydro_patches.csv,0.16884669930678903
4bi8_hydro_patches.csv,0.7110558368467468
4gi3_hydro_patches.csv,0.8075928666992246
4h5s_hydro_patches.csv,0.5008803062099868
4qlp_hydro_patches.csv,0.7452951026562382
5maw_hydro_patches.csv,0.857437405545474
6xod_hydro_patches.csv,0.7240759189911071
6yxj_hydro_patches.csv,0.6516220520983493
6zbk_hydro_patches.csv,0.6472211838312616
