pdb_file,patch_alignment_score,chain_patch_consistency_score,avg_patch_score
sampled_1c3a_model_1,0.544959128065395,0.5484460694698354,0.5484460694698354
sampled_1c3a_model_10,1.3623978201634876,1.2785388127853883,1.3242009132420092
sampled_1c3a_model_100,0.9082652134423252,0.9140767824497258,0.9140767824497258
sampled_1c3a_model_101,1.3623978201634876,1.2797074954296161,1.3254113345521024
sampled_1c3a_model_102,1.6348773841961852,1.4625228519195612,1.5539305301645339
sampled_1c3a_model_103,1.1807447774750226,1.0968921389396709,1.1425959780621573
sampled_1c3a_model_104,0.9990917347865577,0.91324200913242,0.9589041095890412
sampled_1c3a_model_105,0.9082652134423252,0.9140767824497258,0.9140767824497258
sampled_1c3a_model_106,0.9990917347865577,1.0054844606946984,1.0054844606946984
sampled_1c3a_model_107,0.8174386920980926,0.8226691042047531,0.8226691042047531
sampled_1c3a_model_108,0.9990917347865577,1.0054844606946984,1.0054844606946984
sampled_1c3a_model_109,1.08991825613079,1.0968921389396709,1.0968921389396709
sampled_1c3a_model_11,0.9082652134423252,0.9140767824497258,0.9140767824497258
sampled_1c3a_model_110,1.4532243415077202,1.3711151736745886,1.416819012797075
sampled_1c3a_model_111,1.08991825613079,1.0968921389396709,1.0968921389396709
sampled_1c3a_model_112,0.8174386920980926,0.7312614259597806,0.7617306520414381
sampled_1c3a_model_113,1.6348773841961852,1.4625228519195612,1.5539305301645339
sampled_1c3a_model_114,1.544050862851953,1.5539305301645339,1.5539305301645339
sampled_1c3a_model_115,0.7266121707538601,0.7312614259597806,0.7312614259597806
sampled_1c3a_model_116,0.9082652134423252,0.8226691042047531,0.8683729433272395
sampled_1c3a_model_117,1.1807447774750226,1.0968921389396709,1.1425959780621573
sampled_1c3a_model_118,1.1807447774750226,1.0968921389396709,1.1425959780621573
sampled_1c3a_model_119,1.08991825613079,1.095890410958904,1.095890410958904
sampled_1c3a_model_12,1.2715712988192553,1.2797074954296161,1.2797074954296161
sampled_1c3a_model_120,1.2715712988192553,1.1882998171846435,1.218769043266301
sampled_1c3a_model_121,1.08991825613079,1.0054844606946984,1.0511882998171846
