pdb_file,interface_rsm
sampled_1ggp_model_1_1ggp,0.0355687024009637
sampled_1ggp_model_10_1ggp,0.1013962631027254
sampled_1ggp_model_100_1ggp,0.0586525215124506
sampled_1ggp_model_101_1ggp,0.0719723385511389
sampled_1ggp_model_102_1ggp,0.0610266632311113
sampled_1ggp_model_103_1ggp,0.0861822485844605
sampled_1ggp_model_104_1ggp,0.0717019219131694
sampled_1ggp_model_105_1ggp,0.0808333978374118
sampled_1ggp_model_106_1ggp,0.0641554809793276
sampled_1ggp_model_107_1ggp,0.0810028502380754
sampled_1ggp_model_108_1ggp,0.0697544730240129
sampled_1ggp_model_109_1ggp,0.062459199187934
sampled_1ggp_model_11_1ggp,0.0392326171746825
sampled_1ggp_model_110_1ggp,0.0772694728698146
sampled_1ggp_model_111_1ggp,0.0701079887816324
sampled_1ggp_model_112_1ggp,0.0628439899026333
sampled_1ggp_model_113_1ggp,0.058961374880708
sampled_1ggp_model_114_1ggp,0.0576735511571665
sampled_1ggp_model_115_1ggp,0.0887960764996224
sampled_1ggp_model_116_1ggp,0.0767532294084928
sampled_1ggp_model_117_1ggp,0.0802276018400048
sampled_1ggp_model_118_1ggp,0.0380002763797148
sampled_1ggp_model_119_1ggp,0.0572941136530115
sampled_1ggp_model_12_1ggp,0.0735029757363806
sampled_1ggp_model_120_1ggp,0.0604883006530084
sampled_1ggp_model_121_1ggp,0.0992098184498576
sampled_1ggp_model_122_1ggp,0.0818200955928405
sampled_1ggp_model_123_1ggp,0.1136717302237492
sampled_1ggp_model_124_1ggp,0.0640433542853177
sampled_1ggp_model_125_1ggp,0.0884407507565728
sampled_1ggp_model_126_1ggp,0.070096406816886
sampled_1ggp_model_127_1ggp,0.0772294306227323
sampled_1ggp_model_128_1ggp,0.0375268141130002
sampled_1ggp_model_129_1ggp,0.0712425855582727
sampled_1ggp_model_13_1ggp,0.0330663137419558
sampled_1ggp_model_130_1ggp,0.0411632916639931
sampled_1ggp_model_131_1ggp,0.0721356216763106
sampled_1ggp_model_132_1ggp,0.073176285076022
sampled_1ggp_model_133_1ggp,0.0625352753420641
sampled_1ggp_model_134_1ggp,0.0797498207953683
sampled_1ggp_model_135_1ggp,0.0791619720430526
sampled_1ggp_model_136_1ggp,0.0525561624234346
sampled_1ggp_model_137_1ggp,0.0497379313116512
sampled_1ggp_model_138_1ggp,0.0666136122739647
sampled_1ggp_model_139_1ggp,0.0764186136512512
sampled_1ggp_model_14_1ggp,0.0665459810722443
sampled_1ggp_model_140_1ggp,0.0580844570475514
sampled_1ggp_model_141_1ggp,0.0536421451486321
sampled_1ggp_model_142_1ggp,0.0738910942311726
sampled_1ggp_model_143_1ggp,0.0779787128373451
sampled_1ggp_model_144_1ggp,0.0462502979599844
sampled_1ggp_model_145_1ggp,0.0617750095094403
sampled_1ggp_model_146_1ggp,0.0685945626546832
sampled_1ggp_model_147_1ggp,0.0600568480718415
sampled_1ggp_model_148_1ggp,0.0737551615150898
sampled_1ggp_model_149_1ggp,0.0757052869083825
sampled_1ggp_model_15_1ggp,0.0537289249402653
sampled_1ggp_model_150_1ggp,0.0619715438598935
sampled_1ggp_model_151_1ggp,0.0550872020218831
sampled_1ggp_model_152_1ggp,0.0884144967971181
sampled_1ggp_model_153_1ggp,0.0860987536196787
sampled_1ggp_model_154_1ggp,0.0850573111898128
sampled_1ggp_model_155_1ggp,0.0715483514318424
sampled_1ggp_model_156_1ggp,0.0856350872562486
sampled_1ggp_model_157_1ggp,0.0766165440430367
sampled_1ggp_model_158_1ggp,0.0617650111676989
sampled_1ggp_model_159_1ggp,0.0884703625398116
sampled_1ggp_model_16_1ggp,0.0561047048878102
sampled_1ggp_model_160_1ggp,0.071807729565556
sampled_1ggp_model_161_1ggp,0.051131476698282
sampled_1ggp_model_162_1ggp,0.0814011574915009
sampled_1ggp_model_163_1ggp,0.0841087712651904
sampled_1ggp_model_164_1ggp,0.0764253793437404
sampled_1ggp_model_165_1ggp,0.0780987041017572
sampled_1ggp_model_166_1ggp,0.050628227617805
sampled_1ggp_model_167_1ggp,0.0418869160212373
sampled_1ggp_model_168_1ggp,0.0495334326632333
sampled_1ggp_model_169_1ggp,0.0809130187114738
sampled_1ggp_model_17_1ggp,0.0583661935915924
sampled_1ggp_model_170_1ggp,0.073965622556598
sampled_1ggp_model_171_1ggp,0.0669098392265874
sampled_1ggp_model_172_1ggp,0.0901368929399367
sampled_1ggp_model_173_1ggp,0.0685927073653686
sampled_1ggp_model_174_1ggp,0.0713098068178259
sampled_1ggp_model_175_1ggp,0.04867849367302
sampled_1ggp_model_176_1ggp,0.0510784727086459
sampled_1ggp_model_177_1ggp,0.0736911055289516
sampled_1ggp_model_178_1ggp,0.0651559490718205
sampled_1ggp_model_179_1ggp,-1.0468543074395394e-15
sampled_1ggp_model_18_1ggp,0.0581778832051815
sampled_1ggp_model_180_1ggp,0.0521562410682958
sampled_1ggp_model_181_1ggp,0.0627098156795792
sampled_1ggp_model_182_1ggp,0.1054308888912416
sampled_1ggp_model_183_1ggp,0.0548921873953024
sampled_1ggp_model_184_1ggp,0.0792916173108734
sampled_1ggp_model_185_1ggp,0.0524899161249371
sampled_1ggp_model_186_1ggp,0.0637745016040505
sampled_1ggp_model_187_1ggp,0.1062326204332129
sampled_1ggp_model_188_1ggp,0.0821982991602105
sampled_1ggp_model_189_1ggp,0.1163122745011009
sampled_1ggp_model_19_1ggp,0.0711483951190402
sampled_1ggp_model_190_1ggp,0.108692072131229
sampled_1ggp_model_191_1ggp,0.0972441864301443
sampled_1ggp_model_192_1ggp,0.0476373880238155
sampled_1ggp_model_193_1ggp,0.0803939779452177
sampled_1ggp_model_194_1ggp,0.0500477490137545
sampled_1ggp_model_195_1ggp,0.0458008838105539
sampled_1ggp_model_196_1ggp,0.0706404038293359
